system:index,Amazonia,Area_Estavel,Caatinga,Campinarana,Cerrado,Contato_Ecotono_e_Encrave,Estepe,Ferralsols,Floresta_Estacional_Decidual,Floresta_Estacional_Semidecidual,Floresta_Estacional_Sempre_Verde,Floresta_Ombrofila_Aberta,Floresta_Ombrofila_Densa,Floresta_Ombrofila_Mista,Formacao_Pioneira,Histosols,Humisols,Mata_Atlantica,OGC_0,OGC_0_53,OGC_1_03,OGC_1_57,OGC_2_10,OGC_2_60,Pampa,Pantanal,Sandysols,Savana,Savana_Estepica,Thinsols,Wetsols,ano,antropico,bdod,black_soil_prob,cagb,campoAlagado-areaPantanosa,cbgb,cdw,cec,cfvo,clayminerals,clitter,convergence,cti,ctotal,dataset_id,eastness,elevation,estoque,evi_mean,formacaoCampestre,formacaoFlorestal,formacaoSavanica,latitude,lavouras,longitude,lv1_Humid_subtropical_zone,lv1_Tropical,lv2_monsoon,lv2_oceanic_climate_without_sry_season,lv2_with_dry_summer,lv2_with_dry_winter,lv2_without_dry_season,lv3_with_hot_summer,lv3_with_temperate_summer,mapbiomas_clay_v002,mapbiomas_sand_v002,mapbiomas_silt_v002,mosaicoDeUsos,natural,ndvi_mean,nitrogen,northness,outrasFormacoesFlorestais,oxides,pastagem,pcurv,phh2o,restingas,roughness,savi_mean,silvicultura,slope,soc,spi,year,.geo
23_00000000000000002309_0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,11,1,29.251886,51.364647,59.169006,51.44223,29.387909,1.0075932,0,0,0,0,0,7,0,1981,0,99,28,108.3,0,25.45,2.98,180,103,31,5.42,-33,-29,142.14,ctb0797-RS-153,15,659,5312,1,0,20,0,24251,0,16642,1,0,0,1,0,0,0,0,1,42.99781144681647,14.98963387089244,42.01255468229109,0,20,2,29,-22,0,164,0,8,52,0,73,1,0,28,283,0,1981,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.44233915545382,-29.25188551254819]}"
23_00000000000000002314_0,0,1,0,0,0,0,1,12,0,0,0,0,0,0,0,0,8,0,29.03629,53.0242,62.1792,55.066936,32.61758,3.0382705,1,0,0,0,0,13,3,1981,0,115,12,0.73,0,0.77,0.0,174,53,28,3.63,26,0,5.13,ctb0797-RS-42,-5,368,2980,1,0,20,0,24036,0,20267,1,0,0,1,0,0,0,1,0,32.538017866275155,22.423330235414873,45.038651898309965,0,20,1,29,-3,0,148,0,-7,51,0,19,0,0,6,325,0,1981,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-55.067041326876094,-29.036289844359505]}"
23_00000000000000002318_0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,12,0,29.940983,53.419888,61.992073,54.314503,31.509407,1.8765466,1,0,1,0,0,8,5,1981,0,115,14,120.58,0,28.94,13.26,163,64,44,4.38,-38,-17,167.16,ctb0797-RS-94,0,155,5475,1,0,20,0,24940,0,19514,1,0,0,1,0,0,0,1,0,19.754473196953924,60.899649266369046,19.345877536677033,0,20,2,22,-7,0,169,0,1,53,0,18,2,0,7,298,0,1981,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.31461244489758,-29.940983166996272]}"
23_0000000000000000231a_0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,30,0,30.638704,53.90137,62.145897,54.080578,30.952888,1.1569118,1,0,2,0,0,13,7,1981,0,124,31,120.58,0,28.94,13.26,157,47,30,4.38,0,-18,167.16,ctb0797-RS-98,11,256,7256,0,0,20,0,25638,0,19280,1,0,0,1,0,0,0,1,0,23.833301661800014,41.69627979930508,34.47041853889491,0,20,-1,20,-3,0,154,0,0,53,0,27,0,0,11,271,0,1981,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.08069114491286,-30.638704648171906]}"
23_00000000000000002350_0,0,1,0,0,0,1,0,28,0,0,0,0,0,0,0,0,11,1,28.357971,50.602077,58.725567,51.45571,29.85455,1.783884,0,0,1,0,0,6,1,1981,0,100,12,49.26,0,10.1,2.98,167,60,28,2.36,0,-22,64.69,ctb0804-RS-30,12,794,4750,0,0,20,0,23357,0,16655,1,0,0,1,0,0,0,0,1,65.1837402888447,8.974529400983949,25.84173031017134,0,20,2,27,-3,0,162,0,0,50,0,31,0,0,13,280,0,1981,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.45581388471562,-28.357971973320854]}"
23_00000000000000002434_0,0,0,0,0,1,1,0,63,0,0,0,0,0,0,0,0,0,0,16.399958,38.09201,48.88921,47.099915,32.192482,9.8594055,0,0,2,0,0,2,0,1981,0,124,8,12.0466,0,24.575,1.68652,93,71,56,3.06548,29,7,40.2735,ctb0826-E1,2,957,4158,2,0,0,20,11399,0,12299,0,1,0,0,0,1,0,0,0,50.88421752518209,28.291875247859682,20.82390722695823,0,20,4,13,8,0,191,0,1,53,0,22,1,0,8,179,0,1981,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.09997290354847,-16.39995823723543]}"
23_00000000000000002437_0,0,0,0,0,1,0,0,37,0,0,0,0,0,0,0,0,1,0,17.516745,38.730892,48.912575,46.466595,31.078869,8.575759,0,0,8,1,0,1,5,1981,0,131,5,14.8434,0,30.2806,2.07808,84,28,57,3.77717,-20,4,48.7759,ctb0826-E12,0,545,1989,0,0,20,0,12516,0,11666,0,1,0,0,0,1,0,0,0,42.481162778290575,40.00518330484557,17.51365391686384,0,20,0,13,0,0,191,0,1,55,0,3,0,0,0,138,0,1981,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.466660628244206,-17.51674379845282]}"
23_0000000000000000243d_0,0,0,0,0,1,0,0,32,1,0,0,0,0,0,0,0,5,0,15.099916,36.667637,47.71108,46.500023,32.33791,10.673042,0,0,8,0,0,9,1,1981,0,134,12,31.1,20,11.5,4.67,104,56,61,4.67,47,79,51.94,ctb0826-E18,5,662,2093,0,0,0,0,10099,0,11700,0,1,0,0,0,1,0,0,0,37.46101050518643,33.774346454225224,28.764643040588346,0,20,4,14,7,0,173,0,-8,56,0,26,0,0,8,161,145,1981,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.500077956813456,-15.099916358057659]}"
23_0000000000000000243e_0,0,0,0,0,1,0,0,23,0,0,0,0,0,0,0,0,4,0,15.116625,36.682022,47.719585,46.500023,32.329403,10.65866,0,0,2,1,0,11,2,1981,0,130,10,7.4,0,17.58,0.03,96,52,52,1.78,14,3,26.79,ctb0826-E19,9,763,7204,0,0,20,0,10116,0,11700,0,1,0,0,0,1,0,0,0,45.05985146913035,27.776272186609724,27.163876344259926,0,20,-1,14,10,0,171,0,-12,55,0,48,0,0,15,162,2,1981,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.500077956813456,-15.11662502234228]}"
23_0000000000000000244c_0,0,0,0,0,1,0,0,69,0,0,0,0,0,0,0,0,1,0,16.350101,37.701336,48.275795,46.416744,31.62983,9.554562,0,0,8,1,0,2,0,1981,0,125,6,7.4,0,17.58,0.03,84,51,70,1.78,-1,-6,26.79,ctb0826-E9,2,922,5660,4,0,0,20,11350,0,11616,0,1,0,0,0,1,0,0,0,46.420623031714534,40.473993671975386,13.10538329631008,0,20,11,11,1,0,189,0,0,52,0,7,4,0,2,149,0,1981,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.416804129975574,-16.350101738966796]}"
24_00000000000000001834_0,1,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,4.0665383,26.610767,41.147774,45.399986,37.007523,19.60999,0,0,3,0,0,0,3,1982,0,126,5,133.9218,0,13.39,10.85,92,122,47,7.73,7,43,165.8918,ctb0645-Perfil-79,-1,28,1273,0,0,20,0,-933,0,10600,0,1,0,0,0,1,0,0,0,16.676421182980654,62.46774402919485,20.855834787824495,0,20,0,10,0,0,161,0,0,55,0,9,0,0,2,106,2,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-45.40000105988069,-4.066538543916458]}"
24_000000000000000017fd_0,0,0,0,0,1,0,0,84,0,0,0,0,0,0,0,0,1,0,7.650008,30.204298,43.832726,46.400066,36.044193,17.03462,0,0,5,1,0,0,1,1982,20,134,32,33.29,0,7.32,3.66,145,102,76,5.38,4,9,49.64,ctb0645-Perfil-24,0,363,2402,0,0,0,0,2650,0,11600,0,1,0,0,0,1,0,0,0,31.107430695347833,57.76078032902746,11.131788975624715,20,0,2,10,0,0,193,0,0,45,0,3,1,0,1,152,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.40009546569095,-7.650008043797641]}"
24_0000000000000000148d_0,0,0,0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,15.199899,37.36458,48.794918,47.70008,33.31995,11.197856,0,0,3,1,0,2,1,1982,20,131,6,7.4,0,17.58,0.03,95,20,71,1.78,-9,-9,26.79,ctb0609-Extra-44,-5,857,2068,0,0,0,0,10199,0,12900,0,1,0,0,0,1,0,0,0,54.49432638926838,16.653954709896443,28.85171890083517,20,0,0,12,2,0,208,0,0,55,0,14,0,0,5,169,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.70013734486872,-15.199898849180162]}"
24_00000000000000001490_0,0,1,0,0,1,1,0,26,0,0,0,0,0,0,0,0,1,0,16.949997,39.13559,50.133247,48.21993,32.87653,9.956093,0,0,1,0,0,4,1,1982,20,130,6,35.06,0,7.71,3.86,98,55,54,5.66,15,-10,52.29,ctb0609-Extra-48,-5,778,2769,-2,0,0,0,11949,0,13419,0,1,0,0,0,1,0,0,0,40.42416191148119,33.31441302172258,26.261425066796235,0,0,-8,15,5,0,191,20,-1,55,0,22,-4,0,8,183,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.21999239978869,-16.949996685701812]}"
24_000000000000000014a6_0,0,1,0,0,1,0,0,59,0,0,0,0,0,0,0,0,2,0,15.250025,37.29057,48.622337,47.469933,33.096336,11.037557,0,0,1,1,0,3,1,1982,20,134,10,12.0466,0,24.575,1.68652,93,42,64,3.06548,-1,-8,40.2735,ctb0609-Extra-9,2,633,1277,0,0,0,0,10250,0,12669,0,1,0,0,0,1,0,0,0,47.587448798662514,32.25390952478215,20.158641676555334,0,0,-4,12,3,0,207,20,0,54,0,10,0,0,3,139,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.4699889690773,-15.25002484203403]}"
24_00000000000000000e52_0,0,1,0,0,0,0,0,19,0,0,0,0,1,0,0,2,2,1,22.928465,41.85828,49.079082,43.459557,25.735794,2.3869643,0,0,1,0,0,6,2,1982,0,109,12,140.0,0,32.9,2.98,118,96,21,7.0,-32,-36,182.88,ctb0064-13174,31,675,184,1,0,20,0,17928,0,8659,1,0,0,1,0,0,0,0,1,30.65267953413049,52.70833816443352,16.638982301435995,0,20,2,25,-36,0,144,0,7,51,0,154,0,0,54,337,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.45964004618252,-22.928464564574053]}"
24_000000000000000017eb_0,0,1,0,0,1,1,0,10,0,0,0,0,0,0,0,0,1,0,3.4332263,24.53001,38.228767,42.383266,34.733295,18.61949,0,0,3,0,0,8,5,1982,0,126,23,12.03,0,24.54,1.68,136,118,47,3.06,38,51,41.31,ctb0645-Perfil-150,0,24,1392,2,0,0,20,-1566,0,7583,0,1,0,0,1,0,0,0,0,51.0653275610353,8.311846448426245,40.622825990538466,0,20,5,11,-1,0,167,0,-1,51,0,4,4,0,1,151,5,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.38327867275051,-3.433226268612195]}"
24_00000000000000001802_0,0,1,0,0,1,0,0,51,0,0,0,0,0,0,0,0,0,0,6.150001,27.861115,41.29022,44.33332,35.028828,17.273691,0,0,6,1,0,2,1,1982,0,128,18,7.4,0,17.58,0.03,81,132,34,1.78,-6,-13,26.79,ctb0645-Perfil-29,-7,199,1214,1,0,20,0,1150,0,9533,0,1,0,0,0,1,0,0,0,13.991622329900654,76.91386758836654,9.094510081732798,0,20,2,14,0,0,153,0,3,48,0,19,0,0,7,165,1,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.33334149151717,-6.150001182374865]}"
24_00000000000000002475_0,0,1,0,0,1,1,0,39,0,0,0,0,0,0,0,0,3,0,16.216702,37.849495,48.65257,46.933365,32.142414,9.9323635,0,0,2,0,0,8,2,1982,0,127,11,12.0466,0,24.575,1.68652,86,65,64,3.06548,-3,-18,40.2735,ctb0826-PC35,11,728,718,0,0,0,20,11216,0,12133,0,1,0,0,0,1,0,0,0,36.8847785867782,35.166180906099555,27.94904050712226,0,20,0,13,0,0,188,0,0,55,0,33,0,0,11,166,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.93342524987271,-16.216701919275046]}"
24_00000000000000001478_0,0,0,0,0,1,0,0,68,0,0,0,0,0,0,0,0,0,0,15.729995,38.126225,49.581112,48.299976,33.56646,11.046947,0,0,5,1,0,4,1,1982,0,116,4,7.4,0,17.58,0.03,102,85,74,1.78,0,5,26.79,ctb0609-Extra-22,-6,1176,2956,0,20,0,0,10729,0,13500,1,0,0,0,0,0,0,0,0,57.10152681327071,26.38510398659631,16.51336920013298,0,20,-1,12,0,0,216,0,1,51,0,15,0,0,6,189,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.30003229160374,-15.729994698339091]}"
24_0000000000000000147c_0,0,0,0,0,1,0,0,60,0,0,0,0,0,0,0,0,1,0,15.269967,37.755642,49.389854,48.349834,33.843548,11.468292,0,0,7,1,0,3,0,1982,20,130,5,10.8165,0,22.0656,1.51431,102,50,78,2.75245,0,0,36.5339,ctb0609-Extra-27,-3,725,4210,0,0,0,0,10269,0,13549,0,1,0,0,0,1,0,0,0,52.101321167151625,24.084070855969706,23.81460797687866,0,0,0,13,1,0,205,20,0,54,0,9,0,0,3,167,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.34988878987237,-15.269967441341482]}"
24_0000000000000000148a_0,0,0,0,0,1,0,0,24,0,0,0,0,0,0,0,0,2,0,15.569915,37.937542,49.413567,48.199993,33.56189,11.133841,0,0,3,1,0,6,2,1982,0,122,6,7.4,0,17.58,0.03,91,32,38,1.78,24,6,26.79,ctb0609-Extra-41,2,974,2561,0,0,0,20,10569,0,13400,0,1,0,0,0,1,0,0,0,47.728665404772016,26.096375222604095,26.174959372623896,0,20,-1,12,-6,0,158,0,0,52,0,23,-2,0,7,169,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.20004980048124,-15.569914914708992]}"
24_0000000000000000148e_0,0,1,0,0,1,1,0,33,0,0,0,0,0,0,0,0,1,0,15.109888,37.56696,49.22231,48.24985,33.838978,11.555185,0,0,3,0,0,2,2,1982,20,132,9,23.0661,0,14.7651,2.69017,92,35,63,4.18921,-13,-12,44.7106,ctb0609-Extra-46,4,639,4791,0,0,0,0,10109,0,13449,0,1,0,0,0,1,0,0,0,45.49312547997447,23.671023015833565,30.835851504191957,0,0,0,12,-5,0,195,20,0,56,0,19,0,0,6,152,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.24990629874986,-15.109887657711383]}"
24_0000000000000000149e_0,0,1,0,0,1,1,0,26,0,0,0,0,0,0,0,0,2,0,17.429966,39.630207,50.515358,48.38001,32.769993,9.624448,0,0,1,0,0,5,2,1982,20,133,10,10.7193,0,21.8675,1.5007,81,67,57,2.72772,-23,-10,36.2387,ctb0609-Extra-60,6,661,2472,0,0,0,0,12429,0,13580,0,1,0,0,0,1,0,0,0,22.72824619185803,50.93295246871198,26.338801339429992,0,0,-2,14,-1,0,190,20,0,54,0,17,-1,0,7,172,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.38007218341879,-17.429966542006873]}"
24_000000000000000014a2_0,0,1,0,0,1,0,0,29,0,0,0,0,0,0,0,0,1,0,15.250025,37.67743,49.276478,48.229908,33.750477,11.424411,0,0,2,1,0,3,1,1982,20,132,6,7.4,0,17.58,0.03,88,28,58,1.78,-16,-12,26.79,ctb0609-Extra-64,5,681,5416,0,0,0,0,10250,0,13429,0,1,0,0,0,1,0,0,0,29.943910881178287,32.32274507061121,37.73334404821051,0,0,0,11,-3,0,182,20,1,54,0,16,0,0,6,149,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.229963699442415,-15.25002484203403]}"
24_000000000000000017d5_0,0,0,0,0,1,1,0,10,0,0,0,0,0,0,0,0,1,0,5.0332155,26.950747,40.80779,44.433304,35.68338,18.285852,0,0,7,0,0,3,4,1982,20,128,14,33.29,0,7.32,3.66,100,92,53,5.38,44,59,49.64,ctb0645-Perfil-129,-1,128,3103,-2,0,0,0,33,0,9633,0,1,0,0,0,1,0,0,0,25.01131123016406,26.914575612877623,48.07411315695831,20,0,-2,12,1,0,186,0,-2,54,0,6,-2,0,2,165,12,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.43332398263966,-5.033215621157476]}"
24_00000000000000001805_0,0,0,0,0,1,0,0,63,0,0,0,0,0,0,0,0,1,0,7.216661,29.729507,43.440014,46.200104,36.092667,17.305832,0,0,13,1,0,3,0,1982,20,134,5,7.4,0,17.58,0.03,118,89,74,1.78,0,-6,26.79,ctb0645-Perfil-32,2,430,1080,0,0,0,0,2216,0,11400,0,1,0,0,0,1,0,0,0,12.008679976961837,83.30240384928885,4.688916173749308,0,0,-1,9,0,0,206,20,0,49,0,7,0,0,3,143,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.200130483445946,-7.216660750738384]}"
24_00000000000000001840_0,0,0,0,0,1,1,0,63,0,0,0,0,0,0,0,0,2,0,5.716654,27.547516,41.170067,44.450012,35.34986,17.706093,0,0,1,0,0,1,0,1982,20,130,10,40.5138,0,11.7057,5.2785,100,84,41,4.34169,25,0,61.8397,ctb0645-Perfil-9,3,263,3532,-4,0,0,0,716,0,9650,0,1,0,0,0,1,0,0,0,39.761771357327646,44.945200323007334,15.293028319665014,20,0,-6,13,0,0,169,0,0,49,0,8,-2,0,3,155,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.45003264692429,-5.716653889315607]}"
24_00000000000000002445_0,0,1,0,0,1,0,0,26,0,0,0,0,0,0,0,0,2,0,16.78345,37.67554,47.822063,45.63332,30.734915,8.78277,0,0,9,1,0,8,4,1982,20,137,6,12.0466,0,24.575,1.68652,73,38,78,3.06548,10,-13,40.2735,ctb0826-E25,2,596,3764,0,0,0,0,11783,0,10833,0,1,0,0,0,1,0,0,0,34.557940388073085,48.883161679249156,16.55889793267777,0,0,0,11,5,0,211,20,0,56,0,15,0,0,5,116,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-45.633383370694936,-16.783449032026052]}"
24_00000000000000001488_0,0,1,0,0,1,0,0,57,0,0,0,0,0,0,0,0,2,0,14.880009,37.150284,48.735306,47.820007,33.586014,11.534246,0,0,8,1,0,3,0,1982,0,118,4,12.0466,0,24.575,1.68652,78,41,68,3.06548,-1,-24,40.2735,ctb0609-Extra-4,1,1103,2814,0,0,0,20,9880,0,13020,0,1,0,0,0,1,0,0,0,54.655478950660616,28.03218256045477,17.312338488884613,0,20,0,11,-16,0,186,0,0,52,0,44,0,0,16,191,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.82006243529868,-14.8800087765052]}"
24_00000000000000001492_0,0,1,0,0,1,0,0,43,0,0,0,0,0,0,0,0,2,0,14.799969,36.877808,48.350327,47.42008,33.282524,11.399561,0,0,7,1,0,5,3,1982,0,130,7,7.4,0,17.58,0.03,82,51,43,1.78,-21,-8,26.79,ctb0609-Extra-5,1,550,1581,1,0,0,20,9799,0,12620,0,1,0,0,0,1,0,0,0,43.33450063202509,36.90828405113318,19.757215316841737,0,20,0,12,-2,0,171,0,0,53,0,7,0,0,2,141,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.42013247080867,-14.799968884690148]}"
24_0000000000000000149a_0,0,1,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,15.199899,37.349213,48.768936,47.6699,33.293972,11.182491,0,0,2,1,0,6,2,1982,20,123,7,12.0466,0,24.575,1.68652,94,48,52,3.06548,1,-27,40.2735,ctb0609-Extra-57,-16,961,2914,2,0,0,0,10199,0,12869,0,1,0,0,0,1,0,0,0,51.36112442656548,23.35918256107784,25.279693012356663,20,0,2,13,10,0,187,0,-3,58,0,53,2,0,20,168,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.669953951322306,-15.199898849180162]}"
24_000000000000000017b9_0,0,0,0,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,5.1833243,26.672789,40.195724,43.633446,34.9185,17.74949,0,0,10,0,0,3,3,1982,0,135,48,37.7542,0,13.0405,4.87403,100,122,40,4.39672,1,-9,60.0654,ctb0645-Perfil-100,-2,151,2825,-15,0,20,0,183,0,8833,0,1,0,0,0,1,0,0,0,14.933648305728795,64.8375080619582,20.228843632313,0,20,-34,12,1,0,174,0,0,55,0,7,-10,0,2,127,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.633464053659644,-5.183324105133847]}"
24_000000000000000017c9_0,0,0,0,0,1,0,0,39,0,0,0,0,0,0,0,0,1,0,7.716573,30.43966,44.1677,46.74987,36.311398,17.155386,0,0,3,1,0,2,4,1982,20,132,4,7.4,0,17.58,0.03,76,59,69,1.78,-9,1,26.79,ctb0645-Perfil-116,0,274,1031,0,0,0,0,2716,0,11949,0,1,0,0,0,1,0,0,0,19.14103805353135,43.6836792197557,37.17528272671296,20,0,-2,10,0,0,194,0,1,53,0,4,0,0,1,124,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.74989943732709,-7.716573206350898]}"
24_00000000000000001842_0,0,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,2,0,7.3500605,30.463581,44.555016,47.416603,37.07185,17.81025,0,0,7,1,0,4,3,1982,20,133,8,7.4,0,17.58,0.03,96,65,72,1.78,4,-12,26.79,ctb0645-Perfil-91,-1,178,1347,0,0,0,0,2350,0,12616,0,1,0,0,0,1,0,0,0,15.979936274659373,39.78136886157984,44.23869486376078,20,0,-2,10,1,0,196,0,3,50,0,7,-1,0,2,141,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.4166290412006,-7.3500605704301325]}"
24_00000000000000001845_0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3.300096,25.526886,40.040386,44.56671,36.680443,19.845533,0,0,1,0,0,1,11,1982,0,125,11,117.2932,0,11.73,9.5,134,125,47,6.77,-31,-1,145.2932,ctb0645-Perfil-94,0,13,934,2,0,0,0,-1699,0,9766,0,1,1,0,0,0,0,0,0,21.783466601106564,35.99965046158674,42.2168829373067,0,20,4,13,0,20,176,0,0,52,0,2,2,0,0,179,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.56672380233142,-3.3000959435056814]}"
24_00000000000000001848_0,0,0,0,0,1,1,0,16,0,0,0,0,0,0,0,0,4,0,5.3665805,28.849602,43.70308,47.599865,38.23927,19.610806,0,0,4,0,0,1,7,1982,0,130,4,33.29,0,7.32,3.66,82,99,38,5.38,4,73,49.64,ctb0645-Perfil-98,0,118,3249,6,0,20,0,366,0,12799,0,1,0,0,0,1,0,0,0,22.8439245947939,46.714254706894344,30.441820698311755,0,20,11,12,0,0,152,0,0,55,0,2,4,0,0,142,18,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.59988535916098,-5.366580423094229]}"
24_00000000000000001830_0,0,1,0,0,1,0,0,17,0,0,0,0,0,0,0,0,4,0,6.2165666,27.918411,41.3241,44.333317,34.99494,17.216394,0,0,5,1,0,4,1,1982,0,129,10,7.4,0,17.58,0.03,73,121,41,1.78,-17,-31,26.79,ctb0645-Perfil-75,1,218,2062,1,0,0,20,1216,0,9533,0,1,0,0,0,1,0,0,0,11.53120610318783,79.94940905690812,8.519384839904033,0,20,1,12,22,0,166,0,-8,56,0,58,1,0,23,147,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.33334149151717,-6.21656634492812]}"
24_000000000000000017db_0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,1,1,0,2.85004,24.299524,38.390965,42.9166,35.48922,19.392948,0,0,9,0,0,4,31,1982,20,124,11,85.73,0,45.38,2.98,152,175,42,4.11,-11,-12,138.2,ctb0645-Perfil-134,-2,6,1030,-2,0,0,0,-2149,0,8116,0,1,0,0,1,0,0,0,0,56.138167585108825,8.899368438800805,34.96246397609037,20,0,-5,20,1,0,160,0,0,48,0,7,-1,0,2,306,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.916608456932266,-2.8500399861618018]}"
24_0000000000000000146b_0,0,1,0,0,1,0,0,64,0,0,0,0,0,0,0,0,0,0,14.780026,36.926765,48.45198,47.549976,33.40448,11.482849,0,0,5,1,0,2,0,1982,0,126,7,12.0466,0,24.575,1.68652,83,31,70,3.06548,9,-13,40.2735,ctb0609-Extra-1,-7,995,3529,0,20,0,0,9780,0,12750,0,1,0,0,0,1,0,0,0,61.305744520882975,15.067821795727612,23.62643368338941,0,20,0,12,6,0,190,0,-1,52,0,29,0,0,10,157,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.550028860892354,-14.780026285382696]}"
24_0000000000000000146c_0,0,1,0,0,1,0,0,81,0,0,0,0,0,0,0,0,0,0,16.270061,38.37214,49.485813,47.869858,32.921326,10.363144,0,0,2,1,0,0,3,1982,0,125,4,7.4,0,17.58,0.03,92,50,74,1.78,25,0,26.79,ctb0609-Extra-10,0,1014,3882,0,20,0,0,11270,0,13069,0,1,0,0,0,1,0,0,0,71.7940477031782,11.793267601625146,16.41268469519667,0,20,-4,12,0,0,212,0,0,50,0,2,-1,0,0,187,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.869918933567305,-16.270061847151748]}"
24_0000000000000000146d_0,0,1,0,0,1,0,0,70,0,0,0,0,0,0,0,0,0,0,15.800063,37.51461,48.480614,46.97999,32.39463,10.314716,0,0,7,1,0,5,0,1982,0,124,4,12.0466,0,24.575,1.68652,100,68,79,3.06548,1,-6,40.2735,ctb0609-Extra-11,-6,980,4332,0,20,0,0,10800,0,12180,0,1,0,0,0,1,0,0,0,65.4514363784514,20.686029569435973,13.862534052112618,0,20,0,13,-3,0,199,0,0,49,0,18,0,0,7,290,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.98004781311852,-15.800063290500415]}"
24_0000000000000000146e_0,0,1,0,0,1,0,0,53,0,0,0,0,0,0,0,0,3,0,15.919989,38.62065,50.237328,48.949993,34.029243,11.214295,0,0,2,1,0,4,2,1982,20,127,8,10.8165,0,22.0656,1.51431,99,48,57,2.75245,21,-18,36.5339,ctb0609-Extra-13,0,817,3069,-1,0,0,0,10919,0,14150,0,1,0,0,0,1,0,0,0,48.64547035642433,25.741639556666957,25.612890086908717,0,0,-4,15,8,0,199,20,-1,52,0,18,-2,0,8,208,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.950053231192626,-15.91998838093037]}"
24_00000000000000001475_0,0,1,0,0,1,1,0,45,0,0,0,0,0,0,0,0,1,0,16.270061,38.692875,50.02815,48.49994,33.46366,10.683876,0,0,6,0,0,5,1,1982,20,118,5,7.4,0,17.58,0.03,73,66,56,1.78,0,-15,26.79,ctb0609-Extra-2,7,993,4770,0,0,0,0,11270,0,13699,0,1,0,0,0,1,0,0,0,54.46373608689202,24.355466775996724,21.180797137111256,20,0,-2,13,5,0,180,0,0,52,0,27,0,0,9,195,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.49999727384874,-16.270061847151748]}"
