system:index,Amazonia,Area_Estavel,Caatinga,Campinarana,Cerrado,Contato_Ecotono_e_Encrave,Estepe,Ferralsols,Floresta_Estacional_Decidual,Floresta_Estacional_Semidecidual,Floresta_Estacional_Sempre_Verde,Floresta_Ombrofila_Aberta,Floresta_Ombrofila_Densa,Floresta_Ombrofila_Mista,Formacao_Pioneira,Histosols,Humisols,Mata_Atlantica,OGC_0,OGC_0_53,OGC_1_03,OGC_1_57,OGC_2_10,OGC_2_60,Pampa,Pantanal,Sandysols,Savana,Savana_Estepica,Thinsols,Wetsols,ano,antropico,bdod,black_soil_prob,cagb,campoAlagado-areaPantanosa,cbgb,cdw,cec,cfvo,clayminerals,clitter,convergence,cti,ctotal,dataset_id,eastness,elevation,estoque,formacaoCampestre,formacaoFlorestal,formacaoSavanica,lavouras,lv1_Humid_subtropical_zone,lv1_Tropical,lv2_monsoon,lv2_oceanic_climate_without_sry_season,lv2_with_dry_summer,lv2_with_dry_winter,lv2_without_dry_season,lv3_with_hot_summer,lv3_with_temperate_summer,mapbiomas_clay_v003,mapbiomas_sand_v003,mapbiomas_silt_v003,mb_evi2_median,mb_evi2_median_dry,mb_evi2_median_wet,mb_ndvi_median,mb_ndvi_median_dry,mb_ndvi_median_wet,mb_savi_median,mb_savi_median_dry,mb_savi_median_wet,mosaicoDeUsos,natural,nitrogen,northness,outrasFormacoesFlorestais,oxides,pastagem,pcurv,phh2o,restingas,roughness,silvicultura,slope,soc,spi,year,.geo
37_00000000000000001359_0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,1,1,22.752485,41.819572,49.180176,43.68108,26.016052,2.6512022,0,0,4,0,0,7,16,1995,30,136,7,85.73,0,20.15,2.98,75,70,38,4.11,-13,0,112.96,ctb0595-SIPA-2,0,25,1193,0,0,0,0,0,1,0,0,0,1,0,0,0,8.18540458713262,84.24547971382171,7.569115699045674,14023,13496,14722,17087,16388,17412,14088,13600,14687,9,0,17,0,0,153,0,3,50,0,4,0,0,161,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.68116459524639,-22.752484600415038]}"
37_00000000000000001595_0,0,1,0,0,0,0,0,11,1,0,0,0,0,0,0,0,19,1,27.385096,49.93959,58.526093,51.79932,30.645544,2.7961895,0,0,1,0,0,9,1,1995,30,98,21,58.14,0,11.92,2.98,211,102,49,2.79,60,15,75.82,ctb0621-Ipira-7,9,510,3036,0,0,0,0,1,0,0,1,0,0,0,1,0,36.05259760316278,16.93747677781893,47.00992561901828,13933,12878,14242,16961,14929,17270,14006,13000,14282,30,0,26,6,0,176,0,-17,51,0,39,0,12,324,3,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.79941948089133,-27.38509652061941]}"
37_000000000000000015a6_0,0,1,0,0,0,0,0,16,0,0,0,0,0,1,0,0,6,1,26.937466,49.36375,57.976032,51.42499,30.551208,2.9909387,0,0,1,0,0,4,0,1995,30,95,38,108.3,0,25.45,2.98,180,79,43,5.42,-61,-22,142.14,ctb0624-Salto-Veloso-3,0,907,5358,0,0,0,30,1,0,0,1,0,0,0,0,1,59.90325952217006,4.994519132776812,35.10222134505312,12776,11502,14389,15071,12848,16550,12913,11590,14366,0,0,30,-6,0,185,0,7,51,0,21,0,7,367,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.42509150199873,-26.937466014542654]}"
37_000000000000000015b2_0,0,1,0,0,0,0,0,10,0,0,0,0,0,1,0,0,11,1,27.014273,49.368675,57.91167,51.3048,30.408655,2.863645,0,0,0,0,0,5,0,1995,0,95,35,108.3,0,25.45,2.98,192,93,34,5.42,13,-19,142.14,ctb0627-Pinheiro-Pr-02,9,996,5023,0,30,0,0,1,0,0,1,0,0,0,0,1,44.72288731989791,7.276234987673464,48.00087769242863,12191,11210,13034,15292,14765,16271,12359,11364,13186,0,30,29,-30,0,157,0,-2,51,0,86,0,35,389,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.30489691698354,-27.014271971334875]}"
37_00000000000000001586_0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,10,1,26.622967,50.1757,59.64661,53.551846,32.54197,4.3442874,0,0,1,0,0,4,1,1995,30,110,57,58.14,0,11.92,2.98,160,42,37,2.79,41,-9,75.82,ctb0619-Guaraciaba-2,-10,552,2285,0,0,0,0,1,0,0,1,0,0,0,1,0,44.57866540628786,14.780215737140853,40.641118856571296,12579,11565,12820,15355,13931,16124,12738,11720,12984,9,0,26,4,0,183,0,-9,51,0,31,0,11,347,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.55194276868011,-26.62296583357241]}"
37_00000000000000001513_0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,7,1,27.248732,48.77276,56.68214,49.737686,28.94043,1.8641183,0,0,0,0,0,7,0,1995,0,98,17,140.0,0,32.9,2.98,206,114,27,7.0,9,-30,182.88,ctb0614-Laurentino-1,-10,493,1980,0,3,0,0,1,0,0,1,0,0,0,1,0,36.610530640536304,29.539971549670906,33.84949780979279,16157,16157,16157,18345,18345,18345,15860,15860,15860,0,3,35,23,0,134,0,15,50,0,68,0,26,514,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.737785903837036,-27.24873226049007]}"
37_00000000000000001583_0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,2,3,1,29.168343,50.52958,57.836056,49.943035,28.140017,0.31635645,0,0,1,0,0,3,6,1995,30,113,5,141.1,0,33.16,2.98,180,98,42,3.41,-13,-19,180.64,ctb0618-Praia-Grande-5,13,66,2466,0,0,0,0,1,0,0,1,0,0,0,1,0,25.880762039708543,50.33742843022565,23.781809530065814,13611,13067,14238,15814,15342,16716,13684,13178,14258,0,0,21,-11,0,179,30,-12,51,0,55,0,18,255,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.94314077778675,-29.168342191125074]}"
37_00000000000000001584_0,0,1,0,0,0,1,0,22,0,0,0,0,0,0,0,1,9,1,29.171038,50.560295,57.885445,49.998817,28.186663,0.34243357,0,0,1,0,0,2,0,1995,0,99,5,62.89,0,14.78,2.98,180,121,22,3.02,27,0,83.66,ctb0618-Praia-Grande-6,23,194,2070,0,30,0,0,1,0,0,1,0,0,0,1,0,33.4144716482377,38.227955361085456,28.357572990676843,16278,15492,17338,18280,17384,18936,15945,15285,16747,0,30,25,11,0,135,0,-9,50,0,70,0,27,383,5,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.99892615693058,-29.17103713697743]}"
37_00000000000000000e9c_0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,0,0,1,1,22.396482,41.395992,48.80086,43.450935,25.999174,2.8404758,0,0,2,0,0,3,1,1995,30,120,6,140.0,0,32.9,2.98,123,47,61,7.0,-64,-22,182.88,ctb0064-14547,0,607,2528,0,0,0,0,1,0,0,1,0,0,0,1,0,25.07343427917222,60.908407838219915,14.018157882607873,11572,11361,12749,14015,13319,15369,11730,11502,12896,0,0,17,-9,0,190,8,0,51,0,30,0,10,194,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.45101621945497,-22.39648225331847]}"
37_00000000000000001587_0,0,0,0,0,0,0,0,38,0,0,0,0,0,1,0,0,5,1,26.618385,50.157494,59.620155,53.52382,32.520176,4.333964,0,0,0,0,0,5,1,1995,30,106,57,108.3,0,25.45,2.98,186,64,36,5.42,-9,-21,142.14,ctb0619-Guaraciaba-3,-6,662,2832,0,0,0,0,1,0,0,1,0,0,0,1,0,54.77728282218383,9.717363963047207,35.50535321476897,11753,11436,11753,15065,14216,15470,11934,11594,11934,1,0,27,3,0,179,0,0,51,0,23,0,7,297,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.52391533181558,-26.6183844256234]}"
37_000000000000000015b7_0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,8,1,27.040953,49.35062,57.855896,51.22422,30.325716,2.7996628,0,0,1,0,0,4,1,1995,30,97,37,108.3,0,25.45,2.98,207,98,37,5.42,-27,-29,142.14,ctb0627-Pinheiro-Pr-27,7,700,2735,0,0,0,7,1,0,0,1,0,0,0,0,1,44.080217021747515,9.94889152512761,45.970891453124864,13386,13107,13756,15682,15411,16067,13481,13226,13821,0,0,29,-14,0,173,0,3,50,0,45,0,18,287,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.22431803599802,-27.040951935273224]}"
37_00000000000000001515_0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,1,8,1,27.24523,48.76851,56.67827,49.73526,28.940125,1.8658992,0,0,1,0,0,6,2,1995,0,98,17,140.0,0,32.9,2.98,202,109,28,7.0,0,-29,182.88,ctb0614-Laurentino-4,-26,477,3852,0,3,0,0,1,0,0,1,0,0,0,1,0,38.97725814328517,28.15769682198937,32.86504503472546,13666,13666,13666,17905,17905,17905,13798,13798,13798,0,3,34,17,0,125,0,-10,50,0,88,0,33,516,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.73536045256991,-27.245228830882002]}"
37_000000000000000016f4_0,0,1,0,0,0,0,0,13,0,0,0,0,0,1,0,0,11,1,27.201033,50.01876,58.83416,52.266083,31.141003,3.1922224,0,0,0,0,0,18,2,1995,0,100,25,108.3,0,25.45,2.98,174,98,26,5.42,-35,-29,142.14,ctb0638-Seara-11,10,578,5828,0,30,0,0,1,0,0,1,0,0,0,1,0,53.16080741762869,8.151067712418254,38.688124869953064,14978,14669,14977,18215,17460,18320,14931,14642,14932,0,30,31,-2,0,142,0,21,51,0,46,0,15,360,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.26618410251984,-27.20103171890332]}"
37_00000000000000001581_0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,1,3,1,29.18586,50.52367,57.809483,49.901802,28.09561,0.28028974,0,0,5,0,0,3,13,1995,30,126,5,141.1,0,33.16,2.98,195,94,63,3.41,3,7,180.64,ctb0618-Praia-Grande-2,0,21,3350,0,0,0,30,1,0,0,1,0,0,0,1,0,25.3260084663768,41.763775146758015,32.9102163868652,12913,12877,13572,14881,14317,16102,13019,12970,13661,0,0,23,0,0,179,0,0,51,0,1,0,0,250,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.90190810624567,-29.1858593391654]}"
37_000000000000000016ec_0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,19,1,27.181898,50.008877,58.835556,52.27902,31.161879,3.2152767,0,0,0,0,0,13,3,1995,30,100,42,108.3,0,25.45,2.98,175,97,30,5.42,-36,-26,142.14,ctb0638-Seara-02,17,628,3816,0,0,0,0,1,0,0,1,0,0,0,0,1,46.32585240324974,7.105889365711564,46.5682582310387,14143,13437,14881,17317,16492,17472,14194,13554,14818,5,0,32,-14,0,155,0,5,50,0,65,0,23,407,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.27911984261116,-27.181897603351576]}"
37_00000000000000001597_0,0,1,0,0,0,0,0,13,1,0,0,0,0,0,0,0,16,1,26.986513,50.521275,59.88688,53.615982,32.412113,4.0640144,0,0,0,0,0,11,0,1995,0,106,22,74.1,0,19.6,8.2,164,83,23,4.6,6,-6,106.4,ctb0622-Tunápolis-1,19,316,2480,0,30,0,0,1,0,0,1,0,0,0,1,0,36.25962763589652,22.89999321538646,40.84037914871702,16488,14832,16837,18149,17263,18209,16089,14772,16353,0,30,28,11,0,136,0,-2,53,0,60,0,24,313,41,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.61608247996624,-26.98651402905558]}"
37_0000000000000000151a_0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,1,8,1,27.22879,48.741737,56.64856,49.71047,28.927153,1.8674283,0,0,3,0,0,5,2,1995,30,98,14,140.0,0,32.9,2.98,203,108,35,7.0,0,95,182.88,ctb0614-Laurentino-9,-6,357,4612,0,0,0,6,1,0,0,1,0,0,0,1,0,42.28054786214057,19.311246149721526,38.40820598813791,13037,13037,13037,17143,17143,17143,13208,13208,13208,0,0,36,-10,0,153,0,-7,50,0,35,0,12,485,234,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.71056695072821,-27.228789661182613]}"
37_000000000000000015b6_0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,14,1,27.059278,49.3974,57.91765,51.285126,30.36881,2.8148923,0,0,0,0,0,5,0,1995,30,95,32,108.3,0,25.45,2.98,180,90,38,5.42,-15,-28,142.14,ctb0627-Pinheiro-Pr-18,7,837,3724,0,0,0,0,1,0,0,1,0,0,0,0,1,41.67647352849676,13.015302976830128,45.308223494673115,13133,12290,15727,15280,14145,17571,13235,12431,15493,0,0,27,14,0,174,5,3,50,0,45,0,17,348,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.28522381226132,-27.059277567069262]}"
37_00000000000000000e56_0,0,0,0,0,1,0,0,62,0,0,0,0,0,0,0,0,1,0,21.918669,43.23262,52.358624,47.866875,30.043377,5.499624,0,0,7,1,0,1,2,1995,30,128,9,46.14,0,10.15,5.08,81,29,59,7.45,3,1,68.82,ctb0064-13214,0,744,3087,0,0,0,0,1,0,0,1,0,0,0,1,0,44.52755688884188,39.73124414513352,15.741198966024589,12318,11025,13865,13944,11926,16085,12429,11126,13916,30,0,13,1,0,189,0,0,53,0,3,0,1,159,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.86695449312971,-21.9186683536953]}"
37_00000000000000000e98_0,0,1,0,0,0,0,0,32,0,0,0,0,1,0,0,0,1,1,22.411573,41.407887,48.806686,43.448776,25.989637,2.8263881,0,0,4,0,0,2,3,1995,30,114,6,140.0,0,32.9,2.98,113,34,57,7.0,-9,-22,182.88,ctb0064-14543,4,630,5349,0,0,0,0,1,0,0,1,0,0,0,1,0,23.180843550400525,63.499598685097105,13.319557764502374,12450,12239,13022,13485,13229,15752,12550,12344,13096,0,0,18,17,0,189,30,-1,51,0,46,0,18,203,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.44886026277309,-22.41157395009168]}"
37_00000000000000000e99_0,0,1,0,0,0,0,0,30,0,0,0,0,1,0,0,0,3,1,22.393787,41.387775,48.789513,43.439346,25.990572,2.8368964,0,0,1,0,0,4,2,1995,30,119,6,140.0,0,32.9,2.98,118,43,59,7.0,-37,-25,182.88,ctb0064-14544,-3,623,1101,0,0,0,0,1,0,0,1,0,0,0,1,0,24.162938723267786,63.980529997422096,11.85653127931011,13396,12700,14948,15179,14216,16856,13465,12811,14846,0,0,17,9,0,189,30,1,51,0,31,0,10,199,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.43942795228983,-22.393787307466113]}"
37_00000000000000000e9a_0,0,0,0,0,0,0,0,39,0,0,0,0,1,0,0,0,2,1,22.41454,41.414963,48.81585,43.457672,25.995783,2.8283637,0,0,2,0,0,4,3,1995,30,113,6,140.0,0,32.9,2.98,120,60,39,7.0,21,-11,182.88,ctb0064-14545,6,606,3485,0,0,0,0,1,0,0,1,0,0,0,1,0,27.00287058240295,59.58041907679134,13.416710340805727,13404,13327,14038,15811,15233,17476,13497,13413,14071,0,0,18,8,0,177,1,-21,51,0,58,0,15,234,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.45775358408587,-22.414538390529273]}"
37_00000000000000000e9b_0,0,1,0,0,0,0,0,32,0,0,0,0,1,0,0,0,2,1,22.400255,41.404865,48.81229,43.461983,26.006765,2.8428526,0,0,2,0,0,5,2,1995,30,115,6,140.0,0,32.9,2.98,123,50,45,7.0,26,25,182.88,ctb0064-14546,2,591,5236,0,0,0,0,1,0,0,1,0,0,0,1,0,27.379183249128914,59.35377772220895,13.267039028662117,14722,14509,15895,16653,16457,17657,14655,14470,15619,0,0,18,0,0,174,30,0,51,0,10,0,3,222,1,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.46206549744964,-22.400255177511774]}"
37_00000000000000000e9d_0,0,1,0,0,0,0,0,41,0,0,0,0,1,0,0,0,2,1,22.396482,41.355522,48.73243,43.371433,25.930746,2.8000069,0,0,0,0,0,6,0,1995,30,109,7,140.0,0,32.9,2.98,135,90,55,7.0,-27,-33,182.88,ctb0064-14549,17,679,3430,0,0,0,0,1,0,0,1,0,0,0,1,0,26.579671731739207,57.07025638521274,16.350071883048052,13897,13174,15366,16163,15158,17212,13946,13274,15194,0,0,21,-13,0,198,30,20,50,0,65,0,24,310,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.371515316810395,-22.39648225331847]}"
37_00000000000000000e9e_0,0,0,0,0,0,0,0,34,0,0,0,0,1,0,0,0,4,1,22.399715,41.408653,48.819206,43.470337,26.01423,2.8475692,0,0,0,0,0,4,3,1995,30,112,6,140.0,0,32.9,2.98,131,67,45,7.0,-16,-35,182.88,ctb0064-14550,36,720,4263,0,0,0,0,1,0,0,1,0,0,0,0,1,32.23950525355212,53.88750966659271,13.872985079855177,14978,14150,16681,16693,15593,17788,14862,14128,16209,0,0,20,-21,0,177,5,2,51,0,119,0,47,228,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.470419829591954,-22.3997161883413]}"
37_00000000000000000e9f_0,0,1,0,0,0,0,0,34,0,0,0,0,1,0,0,0,2,1,22.402681,41.400642,48.802856,43.449585,25.99486,2.8344545,0,0,3,0,0,4,3,1995,30,119,6,140.0,0,32.9,2.98,125,55,60,7.0,-46,-24,182.88,ctb0064-14552,2,613,3736,0,0,0,0,1,0,0,1,0,0,0,1,0,26.977729760582957,60.334218512608864,12.688051726808183,13214,12994,14450,15353,14822,17040,13309,13100,14447,0,0,17,0,0,198,30,11,51,0,38,0,9,192,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.44966874652879,-22.402680628778896]}"
37_00000000000000000ea0_0,0,1,0,0,0,0,0,35,0,0,0,0,1,0,0,0,2,1,22.40295,41.401287,48.803688,43.450394,25.995419,2.834634,0,0,3,0,0,3,3,1995,30,119,6,140.0,0,32.9,2.98,128,54,59,7.0,-24,-25,182.88,ctb0064-14553,-8,639,4200,0,0,0,0,1,0,0,1,0,0,0,1,0,26.006168682686496,60.854373872445045,13.139457444868457,12351,12107,14602,13814,13174,16373,12475,12221,14542,0,0,17,5,0,197,30,12,52,0,43,0,12,198,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.4504772302845,-22.402950123364132]}"
37_00000000000000000ea2_0,0,1,0,0,0,0,0,33,0,0,0,0,1,0,0,0,4,1,22.392439,41.39896,48.809704,43.4636,26.012135,2.8504028,0,0,3,0,0,3,2,1995,30,114,6,140.0,0,32.9,2.98,120,54,50,7.0,-35,-25,182.88,ctb0064-14556,3,615,3296,0,0,0,0,1,0,0,1,0,0,0,1,0,27.78812004390769,58.419929016612336,13.791950939479975,13139,12308,14887,15864,14296,17232,13268,12452,14815,0,0,18,-9,0,170,30,12,51,0,31,0,10,220,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.46368246496106,-22.392439834539935]}"
37_00000000000000000ec0_0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,1,0,4,1,21.803595,39.857613,46.760704,41.431343,24.56264,2.3227556,0,0,4,0,0,6,8,1995,30,128,10,78.54,0,18.46,2.98,245,39,50,3.77,-14,-5,103.74,ctb0064-5505,0,10,6008,0,0,0,0,0,1,0,0,0,1,0,0,0,29.662485778755084,49.082696943749575,21.254817277495334,12926,12182,14935,15866,13997,17454,13072,12323,14863,0,0,24,-2,0,161,30,-3,56,0,8,0,2,300,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.43142379769746,-21.803594165799588]}"
37_00000000000000001358_0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,3,1,22.750328,41.813465,49.17189,43.672726,26.009958,2.6488054,0,0,4,0,0,7,15,1995,30,133,8,141.1,0,33.16,2.98,109,70,49,3.41,-72,-21,180.64,ctb0595-SIPA-1,-4,48,4220,0,0,0,0,0,1,0,0,0,1,0,0,0,25.87910239535267,61.92810859527985,12.192789009367472,13180,12108,13637,16395,14393,16645,13323,12259,13733,0,0,17,-3,0,166,5,6,52,0,21,0,6,157,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.67281026310408,-22.750328643733152]}"
37_0000000000000000135a_0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,3,1,22.752485,41.812164,49.167652,43.666527,26.003525,2.6437945,0,0,6,0,0,6,17,1995,30,133,8,85.73,0,20.15,2.98,119,69,29,4.11,-21,7,112.96,ctb0595-SIPA-3,2,26,777,0,0,0,0,0,1,0,0,0,1,0,0,0,10.740101331185652,80.99440201181672,8.265496656997632,15113,13133,15273,18008,15767,18116,15031,13233,15163,2,0,19,0,0,128,0,0,51,0,8,0,2,166,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.666611887643654,-22.752484600415038]}"
37_00000000000000001397_0,0,1,0,0,0,0,0,13,0,1,0,0,0,0,0,1,12,1,7.742175,24.599815,34.26884,35.234367,26.386517,11.271543,0,0,4,0,0,4,4,1995,30,136,37,96.5,0,22.68,2.98,131,72,58,3.63,5,-7,125.79,ctb0602-1-XXX-CBCS,-1,81,10685,0,0,0,30,0,1,0,0,1,0,0,0,0,20.344475709252105,61.81714845660409,17.838375834143815,12884,12884,12884,14461,14461,14461,12988,12988,12988,0,30,12,0,0,150,0,1,55,0,4,0,1,146,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-35.23439581019895,-7.742175191948304]}"
37_00000000000000001398_0,0,1,0,0,0,0,0,27,0,0,0,1,0,0,0,0,4,1,7.605541,24.4368,34.12251,35.145164,26.37929,11.343741,0,0,2,0,0,2,8,1995,30,135,31,35.06,0,7.19,2.98,109,73,58,4.19,-35,-6,49.41,ctb0602-2-XXX-CBCS,0,153,3130,0,0,0,0,0,1,0,0,1,0,0,0,0,13.998607108514053,76.53161455220236,9.469778339283593,11394,11394,11394,12424,12424,12424,11510,11510,11510,30,0,11,0,0,158,0,0,53,0,2,0,1,167,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-35.14519310248588,-7.605541437233725]}"
37_00000000000000001399_0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,1,2,1,7.624945,24.358435,33.971634,34.958405,26.20866,11.231973,0,0,7,0,0,5,6,1995,30,129,6,85.73,0,20.15,2.98,113,76,78,4.11,18,18,112.96,ctb0602-4-XXX-CBCS,0,82,2934,0,0,0,0,0,1,1,0,0,0,0,0,0,8.531323064943763,85.04909769448564,6.419579240570583,12234,12234,12234,14052,14052,14052,12375,12375,12375,30,0,11,0,0,162,0,0,52,0,1,0,0,148,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-34.958433354917425,-7.624945047370707]}"
37_00000000000000001409_0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,1,6,1,11.449882,29.02928,38.2497,37.666542,26.592606,9.318224,0,0,4,0,0,4,11,1995,30,137,6,63.07,0,14.82,2.98,110,57,60,3.03,8,1,83.9,ctb0607-PERFIL-16,-3,75,5889,0,0,0,0,0,1,1,0,0,0,0,0,0,18.609437113372877,68.97862528195598,12.411937604671138,12225,11862,12409,13965,13191,14262,12361,11983,12542,0,0,12,0,0,174,8,-1,54,0,8,0,3,158,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.66658444195255,-11.449881695623219]}"
37_0000000000000000140a_0,0,1,0,0,0,0,0,14,0,1,0,0,0,0,0,0,12,1,11.366608,28.957602,38.20731,37.666542,26.634996,9.389901,0,0,3,0,0,5,6,1995,30,134,6,63.07,0,14.82,2.98,135,97,55,3.03,28,3,83.9,ctb0607-PERFIL-17,-7,133,4756,0,0,0,0,0,1,1,0,0,0,0,0,0,25.06290681751694,60.509106439381945,14.427986743101107,13430,11783,13542,15686,12885,17262,13518,11903,13672,0,0,13,-1,0,167,30,-7,55,0,22,0,8,209,1,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.66658444195255,-11.366607868785337]}"
37_0000000000000000140e_0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,1,1,10.299949,27.51352,36.774982,36.633305,26.288622,9.782065,0,0,9,0,0,3,7,1995,30,137,7,43.49,0,15.42,4.26,140,114,49,5.33,14,14,68.5,ctb0607-PERFIL-20,1,91,3679,0,0,0,0,0,1,0,0,1,0,0,0,0,19.301805784062363,66.9051492555415,13.793044960396127,14761,13465,15581,16802,15857,17776,14689,13560,15390,0,0,11,1,0,158,8,0,56,0,7,0,2,203,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.633342202158275,-10.299948300421818]}"
37_00000000000000001420_0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,3,3,1,10.933261,28.287735,37.484745,37.08336,26.353617,9.46604,0,0,10,0,0,2,17,1995,0,81,9,79.15,0,18.6,2.98,147,93,79,3.8,3,16,104.52,ctb0607-PERFIL-39,-1,6,3071,0,0,0,0,0,1,1,0,0,0,0,0,0,16.011215540725757,68.91279434785922,15.075990111415036,11145,10790,11181,12031,11415,12232,11250,10871,11293,0,0,23,0,0,139,0,-2,52,0,4,0,1,407,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.08339815950215,-10.93326057572608]}"
37_00000000000000001444_0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,1,3,1,11.149934,28.55051,37.724014,37.233196,26.372293,9.355813,0,0,10,0,0,4,12,1995,1,128,7,12.54,0,25.59,0.13,127,131,49,1.52,26,11,39.79,ctb0607-PERFIL-79,3,24,2715,0,0,0,0,0,1,0,0,1,0,0,0,0,31.933135919794996,52.56480137419277,15.502062706012232,13117,13412,12823,15677,15319,16035,13238,13492,12984,1,0,14,0,0,148,0,0,51,0,17,0,4,225,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.23323714889329,-11.149934222255709]}"
37_00000000000000001516_0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,1,5,1,27.224747,48.7303,56.63305,49.694836,28.915756,1.8629513,0,0,1,0,0,8,4,1995,30,95,13,140.0,0,32.9,2.98,194,131,39,7.0,-39,-23,182.88,ctb0614-Laurentino-5,-3,588,5260,0,0,0,6,1,0,0,1,0,0,0,1,0,40.47413093607107,25.1553611377274,34.37050792620154,13392,13392,13392,16537,16537,16537,13517,13517,13517,0,0,35,-5,0,166,0,1,50,0,26,0,8,729,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.69493626478453,-27.224747242404074]}"
37_00000000000000001517_0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,1,5,1,27.241726,48.76426,56.674397,49.732834,28.939821,1.8676801,0,0,2,0,0,7,3,1995,30,99,18,140.0,0,32.9,2.98,206,135,52,7.0,-7,-27,182.88,ctb0614-Laurentino-6,2,422,2818,0,0,0,30,1,0,0,1,0,0,0,1,0,30.460295707018258,31.699693660326766,37.840010632654966,13698,13698,13698,15138,15138,15138,13729,13729,13729,0,0,35,15,0,194,0,-1,50,0,35,0,16,444,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.732935001302785,-27.241725401273936]}"
