system:index,Amazonia,Area_Estavel,Caatinga,Campinarana,Cerrado,Contato_Ecotono_e_Encrave,Estepe,Ferralsols,Floresta_Estacional_Decidual,Floresta_Estacional_Semidecidual,Floresta_Estacional_Sempre_Verde,Floresta_Ombrofila_Aberta,Floresta_Ombrofila_Densa,Floresta_Ombrofila_Mista,Formacao_Pioneira,Histosols,Humisols,Mata_Atlantica,OGC_0,OGC_0_53,OGC_1_03,OGC_1_57,OGC_2_10,OGC_2_60,Pampa,Pantanal,Sandysols,Savana,Savana_Estepica,Thinsols,Wetsols,ano,bdod,black_soil_prob,cagb,cbgb,cdw,cec,cfvo,clayminerals,clitter,convergence,cti,ctotal,dataset_id,eastness,elevation,estoque,lv1_Humid_subtropical_zone,lv1_Tropical,lv2_monsoon,lv2_oceanic_climate_without_sry_season,lv2_with_dry_summer,lv2_with_dry_winter,lv2_with_dry_winter_1,lv2_without_dry_season,lv3_with_hot_summer,lv3_with_temperate_summer,mapbiomas_clay_v002,mapbiomas_sand_v002,mapbiomas_silt_v002,nitrogen,northness,oxides,pcurv,phh2o,roughness,slope,soc,spi,.geo
0000000000000000184e_0,0,0,0,0,1,1,0,15,0,0,0,0,0,0,0,0,3,0,14.449896,36.12501,47.408726,46.533173,32.69733,11.249418,0,0,2,0,0,12,5,1974,132,17,12.0466,24.575,1.68652,99,63,56,3.06548,-7,6,40.2735,ctb0646-PERFIL-13,-2,532,10429,0,1,0,0,0,1,0,0,0,0,45.001327306828045,21.77832985131847,33.22034284185349,15,-2,168,0,59,11,4,196,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.53322579079746,-14.44989541846877]}"
0000000000000000184f_0,0,0,0,0,1,1,0,12,0,0,0,0,0,0,0,0,4,0,14.100091,35.82392,47.230663,46.533173,32.875397,11.550509,0,0,2,0,0,4,3,1974,133,8,12.0466,24.575,1.68652,108,44,54,3.06548,-7,-16,40.2735,ctb0646-PERFIL-15,5,612,12392,0,1,0,0,0,1,0,0,0,0,45.88442217407469,13.18624462560257,40.929333200322745,16,1,168,0,59,14,5,182,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.53322579079746,-14.100091446832629]}"
00000000000000001853_0,0,1,0,0,1,0,0,12,0,1,0,0,0,0,0,0,5,0,12.91674,34.839386,46.685818,46.600014,33.5353,12.603094,0,0,3,0,0,3,2,1974,135,13,62.23,14.64,2.98,84,69,66,3.63,9,-10,83.48,ctb0646-PERFIL-19,0,507,8308,0,1,0,0,0,1,0,0,0,0,45.308536095334354,13.274188590015179,41.41727531465047,15,1,202,2,61,5,1,167,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.60006044793596,-12.916740723061984]}"
00000000000000001854_0,0,0,0,0,1,0,0,55,0,0,0,0,0,0,0,0,2,0,15.383425,37.217037,48.371754,47.099915,32.70994,10.734382,0,0,3,1,0,4,0,1974,134,6,7.4,17.58,0.03,73,48,51,1.78,-5,-2,26.79,ctb0646-PERFIL-2,2,817,6502,0,1,0,0,0,1,0,0,0,0,65.09842713954983,16.95060419166008,17.950968668790093,11,0,194,0,53,6,2,154,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.09997290354847,-15.38342466172578]}"
00000000000000001855_0,0,0,0,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,13.000014,34.83465,46.599003,46.449905,33.36371,12.455007,0,0,4,1,0,4,0,1974,134,5,7.4,17.58,0.03,93,65,66,1.78,-6,-6,26.79,ctb0646-PERFIL-20,2,737,2058,0,1,0,0,0,1,0,0,0,0,29.754264165161466,27.003069975483108,43.242665859355434,11,-1,206,0,57,8,2,113,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.44995196395958,-13.000014549899863]}"
00000000000000001857_0,0,0,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,15.333299,37.250305,48.47544,47.250027,32.864662,10.853938,0,0,2,1,0,4,3,1974,134,9,12.0466,24.575,1.68652,89,17,55,3.06548,21,23,40.2735,ctb0646-PERFIL-22,0,606,3375,0,1,0,0,0,1,0,0,0,0,46.352931611729005,13.66472425889946,39.98234412937154,12,0,187,0,53,2,0,137,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.250081387524844,-15.333298668871908]}"
00000000000000001859_0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,5,0,14.866803,36.696087,47.979797,46.95008,32.843956,11.102787,0,0,5,1,0,2,32,1974,137,11,12.0466,24.575,1.68652,103,49,79,3.06548,-5,-8,40.2735,ctb0646-PERFIL-24,3,499,4465,0,1,0,0,0,1,0,0,0,0,37.13416712168572,12.714454877004528,50.15137800130975,13,1,194,-1,61,9,3,130,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.950133914157334,-14.866803541828641]}"
0000000000000000185a_0,0,0,0,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,12.91674,34.97506,46.91523,46.866543,33.764717,12.738768,0,0,7,1,0,5,3,1974,131,4,7.4,17.58,0.03,105,64,76,1.78,6,-6,26.79,ctb0646-PERFIL-25,2,675,2220,0,1,0,0,0,1,0,0,0,0,20.038651264497073,57.485230094902704,22.47611864060022,11,-2,211,0,55,11,3,140,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.86659059273421,-12.916740723061984]}"
0000000000000000185c_0,0,1,0,0,1,0,0,17,0,0,0,0,0,0,0,0,1,0,14.733404,36.453957,47.69663,46.69999,32.696598,11.090305,0,0,1,1,0,6,4,1974,137,24,12.0466,24.575,1.68652,96,30,70,3.06548,-6,10,40.2735,ctb0646-PERFIL-27,0,508,4742,0,1,0,0,0,1,0,0,0,0,32.928698445274584,13.694698455575512,53.37660309914991,13,0,207,0,59,2,0,138,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.700042939058456,-14.733403722136892]}"
00000000000000001860_0,0,1,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,14.449896,35.90442,47.035725,46.099827,32.32433,11.028829,0,0,10,1,0,32,6,1974,134,5,12.0466,24.575,1.68652,89,47,61,3.06548,6,7,40.2735,ctb0646-PERFIL-30,0,737,1641,0,1,0,0,0,1,0,0,0,0,18.888846807922405,69.92896738593201,11.182185806145565,10,-3,215,-1,53,10,4,119,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.0998784977382,-14.44989541846877]}"
00000000000000001865_0,0,0,0,0,1,1,0,25,0,0,0,0,0,0,0,1,3,0,14.349913,36.098354,47.45827,46.649864,32.848667,11.394877,0,0,34,0,0,3,4,1974,138,4,7.4,17.58,0.03,70,29,66,1.78,39,-7,26.79,ctb0646-PERFIL-35,0,498,2063,0,1,0,0,0,1,0,0,0,0,4.911553868621397,91.22326041895253,3.8651857124260767,11,3,174,0,55,7,3,115,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.649916946204584,-14.34991292734627]}"
00000000000000001866_0,0,1,0,0,1,1,0,19,0,0,0,0,0,0,0,0,1,0,14.1168,35.787407,47.153107,46.433193,32.78083,11.485233,0,0,29,0,0,8,1,1974,128,5,31.1,11.5,4.67,95,59,49,4.67,6,16,51.94,ctb0646-PERFIL-36,0,775,1862,0,1,0,0,0,1,0,0,0,0,11.998136798114755,82.54557865279205,5.456284549093204,12,-3,173,-6,54,16,4,155,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.433243299674956,-14.116800111117254]}"
00000000000000001868_0,0,1,0,0,1,0,0,43,0,0,0,0,0,0,0,0,2,0,14.012775,35.587437,46.91342,46.216248,32.647053,11.46434,0,0,13,1,0,7,3,1974,132,6,12.0466,24.575,1.68652,86,51,75,3.06548,34,1,40.2735,ctb0646-PERFIL-5,0,885,2784,0,1,0,0,0,1,0,0,0,0,30.46996768438463,58.20855276494024,11.321479550675138,12,4,188,-2,54,12,4,176,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.216300158560095,-14.012775201216211]}"
00000000000000001869_0,0,0,0,0,1,1,0,58,0,0,0,0,0,0,0,0,2,0,14.633421,36.274612,47.488,46.51673,32.589756,11.08308,0,0,3,0,0,9,1,1974,128,8,12.0466,24.575,1.68652,95,93,54,3.06548,10,-30,40.2735,ctb0646-PERFIL-6,39,733,4153,0,1,0,0,0,1,0,0,0,0,35.273664396922264,46.65478623622341,18.071549366854327,13,39,179,-7,56,182,67,176,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.51678662109808,-14.633421231014392]}"
00000000000000001888_0,0,0,0,0,1,1,0,29,0,0,0,0,0,0,0,0,2,0,15.383425,37.208534,48.357372,47.083206,32.69556,10.725877,0,0,3,0,0,4,1,1974,129,6,12.0466,24.575,1.68652,78,53,39,3.06548,-4,-27,40.2735,ctb0646-PERFIL-COM-N32,23,802,1995,0,1,0,0,0,1,0,0,0,0,46.228552341663274,30.205866647787843,23.565581010548883,12,8,175,1,51,60,25,140,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.08326423926384,-15.38342466172578]}"
0000000000000000188d_0,0,0,0,0,1,1,0,36,0,0,0,0,0,0,0,1,2,0,14.100091,35.92585,47.40301,46.73341,33.047745,11.652436,0,0,5,0,0,15,1,1974,132,6,12.0466,24.575,1.68652,80,18,79,3.06548,49,7,40.2735,ctb0646-PERFIL-COM-N37,-1,490,7945,0,1,0,0,0,1,0,0,0,0,39.9084648930713,16.99315723573503,43.09837787119367,18,2,215,-2,65,8,3,185,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.733460267627706,-14.100091446832629]}"
0000000000000000188e_0,0,0,0,0,1,1,0,14,0,0,0,0,0,0,0,0,4,0,14.366622,36.044968,47.352184,46.516735,32.72557,11.312727,0,0,3,0,0,27,5,1974,127,7,12.0466,24.575,1.68652,90,41,47,3.06548,30,25,40.2735,ctb0646-PERFIL-COM-N38,-1,557,7291,0,1,0,0,0,1,0,0,0,0,32.68886539344468,24.03509267033553,43.276041936219805,17,0,166,-2,64,4,1,204,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.51678662109808,-14.366621591630892]}"
0000000000000000188f_0,0,0,0,0,1,1,0,16,0,0,0,0,0,0,0,0,30,0,14.1666565,36.025536,47.508575,46.81668,33.085537,11.63753,0,0,1,0,0,1,2,1974,133,5,62.23,14.64,2.98,92,23,63,3.63,-9,-6,83.48,ctb0646-PERFIL-COM-N39,-1,473,8038,0,1,0,0,0,1,0,0,0,0,32.676975069268124,34.46483828578691,32.858186644944965,16,0,203,0,71,4,1,174,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.81673409446559,-14.166656609385885]}"
00000000000000002061_0,0,1,1,0,0,0,0,10,0,1,0,0,0,0,0,0,5,0,11.966772,30.814753,40.779583,40.30004,28.596243,10.2138605,0,0,1,0,0,4,2,1974,132,5,82.73,30.61,12.41,209,86,46,12.15,1,21,137.89,ctb0767-24,-10,391,2425,0,1,0,0,0,1,0,0,0,0,28.246683674078522,56.36357730697866,15.38973901894281,16,-4,159,-6,58,25,11,189,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.30008552887734,-11.96677231010559]}"
0000000000000000206a_0,0,0,1,0,0,0,0,50,0,1,0,0,0,0,0,0,5,0,11.783246,30.724552,40.800755,40.433174,28.804256,10.439597,0,0,1,0,0,6,5,1974,132,7,82.73,30.61,12.41,234,103,52,12.15,-6,-12,137.89,ctb0767-5,-1,582,6566,0,1,0,0,0,1,0,0,0,0,28.135161481163657,58.56913709245069,13.295701426385662,18,1,179,-2,54,7,2,223,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.43321585398385,-11.783246497559972]}"
0000000000000000206d_0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,1,2,0,11.5832815,29.958565,39.694786,39.266533,27.901873,10.017853,0,0,3,0,1,33,14,1974,134,4,9.59,5.85,1.25,237,104,65,1.6,3,18,18.28,ctb0767-54,3,394,2099,0,0,0,0,0,0,0,0,0,0,27.030062742431465,57.432709690056285,15.537227567512243,13,0,158,0,64,9,3,171,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.26657379449783,-11.583281515314965]}"
00000000000000000dbc_0,0,1,0,0,0,0,0,32,1,0,0,0,0,0,0,0,3,1,15.083208,33.86197,42.98277,41.016617,27.626629,7.8961716,0,0,4,0,0,6,3,1974,127,7,58.14,11.92,2.98,137,48,36,2.79,3,-2,75.82,ctb0064-11042,0,875,6471,1,0,0,1,0,0,0,0,1,0,27.376753603803035,61.56220088668029,11.061045509516674,17,0,155,0,54,1,0,174,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.01667163101948,-15.083207693773033]}"
00000000000000000dc7_0,0,1,1,0,0,0,0,21,0,0,0,0,0,0,0,0,7,0,12.083464,31.712645,42.1874,41.86661,29.885252,10.910861,0,0,2,0,1,13,5,1974,130,11,9.59,5.85,1.25,155,53,43,1.6,-2,-9,18.28,ctb0064-11135,0,1017,4626,0,0,0,0,0,0,0,0,0,0,20.048208607789864,61.1146026261705,18.837188766039638,11,3,158,1,57,8,3,101,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.86665755285337,-12.083463465512715]}"
00000000000000000e36_0,0,1,1,0,0,0,0,28,0,1,0,0,0,0,0,0,4,0,14.647435,35.05298,45.409065,44.093166,30.496565,9.837337,0,0,10,0,0,2,3,1974,139,5,73.96,11.38,6.26,99,26,59,1.34,-8,-2,92.94,ctb0064-12209,0,475,3651,0,1,0,0,1,0,0,0,0,0,27.74155505622279,56.119928241101604,16.138516702675602,11,0,207,0,58,2,0,113,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.09322181607202,-14.647434949446655]}"
00000000000000000efd_0,0,0,0,0,1,0,0,23,0,0,0,0,0,0,0,0,4,0,12.817028,34.981556,47.020588,47.047913,33.97159,12.91692,0,0,3,1,0,12,7,1974,133,7,12.0466,24.575,1.68652,107,69,54,3.06548,32,36,40.2735,ctb0064-7357,0,405,11410,0,1,0,0,0,1,0,0,0,0,39.63027903327199,28.020860627772294,32.34886033895572,12,0,180,-1,60,4,1,133,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.04796044859795,-12.817027726524717]}"
00000000000000000efe_0,0,0,0,0,1,1,0,57,0,0,0,0,0,0,0,0,0,0,13.016184,34.96051,46.796516,46.66981,33.54476,12.553029,0,0,3,0,0,3,1,1974,134,7,12.0466,24.575,1.68652,73,45,61,3.06548,-8,-11,40.2735,ctb0064-7366,5,650,13078,0,1,0,0,0,1,0,0,0,0,43.19617932513546,26.451634954770693,30.352185720093843,11,-2,207,0,57,15,5,132,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.66985954551204,-13.016184225014015]}"
00000000000000001619_0,0,1,0,0,0,0,0,32,0,0,0,0,0,1,0,0,4,1,25.25043,47.68529,56.73452,50.98033,31.027245,4.216696,0,0,1,0,0,3,1,1974,106,19,108.3,25.45,2.98,179,57,29,5.42,28,-3,142.14,ctb0631-PC-87,0,776,8466,1,0,0,1,0,0,0,0,0,1,46.11553649253938,17.32575262872507,36.55871087873556,26,3,144,0,52,10,3,278,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.98042543635957,-25.250429910966194]}"
0000000000000000184b_0,0,0,0,0,1,0,0,27,0,0,0,0,0,0,0,1,0,0,15.133334,37.018784,48.27321,47.133335,32.866013,10.966657,0,0,4,1,0,2,3,1974,135,20,12.0466,24.575,1.68652,76,25,66,3.06548,17,25,40.2735,ctb0646-PERFIL-10,0,506,7748,0,1,0,0,0,1,0,0,0,0,42.58664938907198,20.273177596182194,37.14017301474583,15,0,189,-2,59,6,2,150,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.13339023211772,-15.133333686626905]}"
0000000000000000184c_0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,3,0,14.833386,36.582405,47.819202,46.783264,32.71738,11.046636,0,0,4,1,0,6,3,1974,137,23,12.0466,24.575,1.68652,83,34,67,3.06548,16,24,40.2735,ctb0646-PERFIL-11,-1,547,5787,0,1,0,0,0,1,0,0,0,0,40.017499585663515,13.058660451810326,46.92383996252616,12,1,182,0,59,4,1,135,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.78331676589634,-14.833386213259395]}"
0000000000000000184d_0,0,0,0,0,1,1,0,50,0,0,0,0,0,0,0,0,2,0,15.366716,37.312954,48.549747,47.31659,32.90495,10.859058,0,0,2,0,0,12,0,1974,125,9,7.4,17.58,0.03,79,84,40,1.78,33,6,26.79,ctb0646-PERFIL-12,-11,774,2882,0,1,0,0,0,1,0,0,0,0,44.45388493140231,23.634288399331002,31.911826669266684,12,-6,170,-2,54,40,14,162,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.3166465500781,-15.366715997441155]}"
00000000000000001850_0,0,1,0,0,1,1,0,20,0,0,0,0,0,0,0,1,3,0,13.949983,35.779633,47.297836,46.699993,33.095394,11.764631,0,0,4,0,0,3,4,1974,128,5,12.8052,26.1226,1.79273,98,23,54,3.25851,7,12,42.5798,ctb0646-PERFIL-16,0,483,6994,0,1,0,0,0,1,0,0,0,0,45.36421785176322,35.62648270274417,19.009299445492616,15,1,180,0,59,4,1,179,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.700042939058456,-13.949982962856257]}"
00000000000000001851_0,0,1,0,0,1,1,0,5,0,0,0,0,0,0,0,0,9,0,12.733215,34.7747,46.750134,46.78327,33.78646,12.854347,0,0,2,0,0,1,2,1974,127,19,62.23,14.64,2.98,112,48,39,3.63,27,40,83.48,ctb0646-PERFIL-17,0,416,6908,0,1,0,0,0,1,0,0,0,0,50.77520252045106,19.592732139806245,29.632065339742702,17,0,162,0,64,2,0,198,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.78331676589634,-12.733214910516367]}"
00000000000000001852_0,0,1,0,0,1,0,0,21,0,0,0,0,0,0,0,0,4,0,14.983225,36.84719,48.125122,47.05006,32.87075,11.0534725,0,0,8,1,0,3,6,1974,135,10,12.0466,24.575,1.68652,102,17,61,3.06548,4,36,40.2735,ctb0646-PERFIL-18,0,493,2427,0,1,0,0,0,1,0,0,0,0,29.313166232397236,47.27094304528208,23.41589072232069,12,0,182,0,57,2,0,125,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.05011640527984,-14.983225202650534]}"
00000000000000001856_0,0,0,0,0,1,1,0,25,0,0,0,0,0,0,0,0,0,0,13.049871,34.919952,46.696056,46.533176,33.410007,12.454482,0,0,4,0,0,10,3,1974,131,5,12.0466,24.575,1.68652,90,53,62,3.06548,4,-3,40.2735,ctb0646-PERFIL-21,-2,716,3425,0,1,0,0,0,1,0,0,0,0,32.781302045478206,28.605055380131926,38.613642574389864,13,-4,202,-2,57,13,5,134,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.53322579079746,-13.049871048168498]}"
00000000000000001858_0,0,0,0,0,1,1,0,32,0,0,0,0,0,0,0,0,3,0,14.100091,35.764656,47.13045,46.41675,32.77519,11.491247,0,0,14,0,0,6,4,1974,133,6,31.1,11.5,4.67,91,47,50,4.67,5,-9,51.94,ctb0646-PERFIL-23,-2,779,5642,0,1,0,0,0,1,0,0,0,0,16.285130916310163,76.25037352736439,7.464495556325447,14,0,179,-2,55,8,2,179,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.416804129975574,-14.100091446832629]}"
0000000000000000185b_0,0,0,0,0,1,1,0,9,0,0,0,0,0,0,0,0,4,0,14.683278,36.478718,47.785934,46.83339,32.836937,11.201356,0,0,4,0,0,4,5,1974,131,6,12.0466,24.575,1.68652,91,13,54,3.06548,27,3,40.2735,ctb0646-PERFIL-26,-2,491,1657,0,1,0,0,0,1,0,0,0,0,30.108020385165187,23.639611747234966,46.252367867599844,11,0,178,0,57,6,2,144,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.83344275875021,-14.683277729283024]}"
0000000000000000185e_0,0,1,0,0,1,1,0,22,0,0,0,0,0,0,0,0,5,0,14.78326,36.51388,47.75077,46.733406,32.69998,11.064403,0,0,7,0,0,36,2,1974,126,9,12.0466,24.575,1.68652,97,71,65,3.06548,-26,-32,40.2735,ctb0646-PERFIL-29,-5,1003,6860,0,1,0,0,0,1,0,0,0,0,34.6991531067458,29.713944277384236,35.58690261586997,14,-21,191,3,58,57,23,207,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.733460267627706,-14.783260220405527]}"
0000000000000000185f_0,0,0,0,0,1,0,0,52,0,0,0,0,0,0,0,0,1,0,15.433281,37.28547,48.440277,47.150043,32.72771,10.716984,0,0,3,1,0,2,1,1974,131,5,7.4,17.58,0.03,82,43,49,1.78,-11,-15,26.79,ctb0646-PERFIL-3,1,824,5508,0,1,0,0,0,1,0,0,0,0,48.351825107459554,31.948211669385778,19.69996322315466,11,3,178,4,52,12,4,153,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.15009889640234,-15.433281159994412]}"
00000000000000001862_0,0,1,0,0,1,1,0,21,0,0,0,0,0,0,0,0,2,0,14.600004,36.228836,47.442223,46.483315,32.578003,11.094834,0,0,3,0,0,34,2,1974,127,8,12.0466,24.575,1.68652,79,70,51,3.06548,38,24,40.2735,ctb0646-PERFIL-32,7,680,4400,0,1,0,0,0,1,0,0,0,0,20.522734131432028,39.52504349578386,39.952222372784114,12,13,153,-43,57,101,32,163,36,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.48336929252883,-14.600003902445145]}"
00000000000000001863_0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,3,0,12.866614,34.98281,46.975773,46.966526,33.876293,12.8328085,0,0,5,1,0,38,4,1974,132,7,12.0466,24.575,1.68652,104,52,63,3.06548,6,-10,40.2735,ctb0646-PERFIL-33,-4,600,1290,0,1,0,0,0,1,0,0,0,0,22.62116949406485,42.158365814532075,35.220464691403066,12,-1,193,1,60,11,4,144,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.966573083856716,-12.866614730208116]}"
00000000000000001864_0,0,1,0,0,1,1,0,8,0,0,0,0,0,0,0,0,42,0,12.749924,34.78908,46.758636,46.78327,33.777958,12.839966,0,0,6,0,0,2,6,1974,127,31,62.23,14.64,2.98,111,50,42,3.63,-31,0,83.48,ctb0646-PERFIL-34,0,426,16777,0,1,0,0,0,1,0,0,0,0,47.504391289305644,27.83782988926049,24.65777882143386,21,-1,167,0,64,2,1,220,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.78331676589634,-12.749923574800988]}"
00000000000000001867_0,0,1,0,0,1,0,0,68,0,0,0,0,0,0,0,0,1,0,14.016548,35.616337,46.95872,46.266644,32.68851,11.486746,0,0,4,1,0,5,2,1974,133,6,12.0466,24.575,1.68652,90,30,37,3.06548,-1,65,40.2735,ctb0646-PERFIL-4,0,792,2627,0,1,0,0,0,1,0,0,0,0,25.619064982715088,63.71379284769976,10.66714216958515,10,0,152,-3,51,5,1,144,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.2666956459992,-14.016548125409514]}"
0000000000000000186a_0,0,0,0,0,1,0,0,38,0,0,0,0,0,0,0,0,2,0,13.216688,35.250248,47.09668,46.89996,33.640793,12.497601,0,0,3,1,0,7,5,1974,134,7,7.4,17.58,0.03,93,44,48,1.78,12,14,26.79,ctb0646-PERFIL-7,2,550,2356,0,1,0,0,0,1,0,0,0,0,43.56992976818896,32.76445745857085,23.665612773240184,12,0,190,-3,56,11,3,146,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.90000792130346,-13.216688196429494]}"
0000000000000000186b_0,0,0,0,0,1,0,0,55,0,0,0,0,0,0,0,0,0,0,14.283348,36.066574,47.467533,46.69999,32.925697,11.477689,0,0,11,1,0,5,3,1974,138,6,12.0466,24.575,1.68652,76,34,54,3.06548,22,-3,40.2735,ctb0646-PERFIL-8,0,487,2051,0,1,0,0,0,1,0,0,0,0,22.574858403764413,52.39132635189119,25.0338152443444,12,2,184,0,58,6,2,133,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.700042939058456,-14.283347764793014]}"
0000000000000000186c_0,0,0,0,0,1,1,0,20,0,0,0,0,0,0,0,0,3,0,13.283254,35.231133,47.001358,46.74985,33.477703,12.3638935,0,0,2,0,0,2,0,1974,131,15,12.0466,24.575,1.68652,104,38,58,3.06548,2,7,40.2735,ctb0646-PERFIL-9,1,509,14287,0,1,0,0,0,1,0,0,0,0,54.5213358000796,13.318789594379943,32.15987460554046,17,0,201,0,58,4,1,206,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.74989943732709,-13.283253358982748]}"
00000000000000001b7f_0,0,0,1,0,0,1,0,22,0,0,0,0,0,0,0,0,1,0,14.981877,34.166824,43.594147,41.78683,28.341166,8.375459,0,0,3,0,0,30,2,1974,135,6,42.11,13.1,5.05,129,72,53,3.9,36,48,64.15,ctb0679-Perfil-308,1,748,2886,0,1,0,0,1,0,0,0,0,0,18.079222438362823,47.587501984586915,34.33327557705025,10,0,178,-4,53,12,2,119,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.78688715562356,-14.981877729724353]}"
0000000000000000205e_0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,10.299949,30.143616,41.222225,41.800056,30.735847,12.412128,0,0,2,0,1,3,1,1974,139,4,9.59,5.85,1.25,151,34,75,1.6,24,19,18.28,ctb0767-17,0,419,1116,0,0,0,0,0,0,0,0,0,0,11.153929668164105,76.66049631238484,12.185574019451044,8,0,220,0,63,1,0,71,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.800092390300115,-10.299948300421818]}"
0000000000000000205f_0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,10.333365,28.78092,38.88641,39.06657,28.36602,10.991922,0,0,0,0,1,4,4,1974,134,5,9.59,5.85,1.25,240,58,69,1.6,-20,-4,18.28,ctb0767-18,0,501,4670,0,0,0,0,0,0,0,0,0,0,18.002115485823186,67.53922434872155,14.458660165455258,16,0,177,0,64,2,0,125,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.066608812252824,-10.333365628991064]}"
00000000000000002070_0,0,1,1,0,0,1,0,54,0,0,0,0,0,0,0,0,6,0,10.516622,29.524021,39.96949,40.216503,29.262527,11.419543,0,0,2,0,0,7,3,1974,128,6,9.59,5.85,1.25,212,112,45,1.6,-18,-9,18.28,ctb0767-7,3,563,3457,0,1,0,0,1,0,0,0,0,0,24.43142150252014,59.8440247769895,15.724553720490356,15,0,153,1,53,10,3,208,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.216542207454225,-10.516621946951446]}"
00000000000000002074_0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,10.233383,28.71187,38.864277,39.099987,28.445679,11.094993,0,0,3,0,1,8,3,1974,131,4,9.59,5.85,1.25,245,51,66,1.6,-30,0,18.28,ctb0767-89,0,492,5927,0,0,0,0,0,0,0,0,0,0,24.60233763159657,44.29623027908974,31.101432089313708,16,0,165,0,69,0,0,141,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.10002614082207,-10.233383137868561]}"
00000000000000000ef7_0,0,0,0,0,0,0,0,58,0,1,0,0,0,0,0,0,4,1,22.810156,45.724365,55.728233,51.254417,32.505363,6.456664,0,0,2,0,0,4,2,1975,127,7,96.5,22.68,2.98,132,38,58,3.63,-13,-15,125.79,ctb0064-6868,5,409,5279,1,0,0,1,0,0,0,0,1,0,52.8565234448481,25.309766993786077,21.83370956136583,17,-3,194,0,54,18,6,184,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.25450142954443,-22.81015644165551]}"
