system:index,Amazonia,Area_Estavel,Caatinga,Campinarana,Cerrado,Contato_Ecotono_e_Encrave,Estepe,Ferralsols,Floresta_Estacional_Decidual,Floresta_Estacional_Semidecidual,Floresta_Estacional_Sempre_Verde,Floresta_Ombrofila_Aberta,Floresta_Ombrofila_Densa,Floresta_Ombrofila_Mista,Formacao_Pioneira,Histosols,Humisols,Mata_Atlantica,OGC_0,OGC_0_53,OGC_1_03,OGC_1_57,OGC_2_10,OGC_2_60,Pampa,Pantanal,Sandysols,Savana,Savana_Estepica,Thinsols,Wetsols,ano,bdod,black_soil_prob,cagb,cbgb,cdw,cec,cfvo,clayminerals,clitter,convergence,cti,ctotal,dataset_id,eastness,elevation,estoque,lv1_Humid_subtropical_zone,lv1_Tropical,lv2_monsoon,lv2_oceanic_climate_without_sry_season,lv2_with_dry_summer,lv2_with_dry_winter,lv2_with_dry_winter_1,lv2_without_dry_season,lv3_with_hot_summer,lv3_with_temperate_summer,mapbiomas_clay_v002,mapbiomas_sand_v002,mapbiomas_silt_v002,nitrogen,northness,oxides,pcurv,phh2o,roughness,slope,soc,spi,.geo
0000000000000000165d_0,0,0,0,0,0,0,0,37,0,1,0,0,0,0,0,1,3,1,23.270452,46.74475,57.017986,52.480618,33.326492,6.684646,0,0,1,0,0,4,2,1975,125,5,96.5,22.68,2.98,136,23,50,3.63,7,-9,125.79,ctb0631-Perfil-65,3,346,2134,1,0,0,1,0,0,0,0,1,0,10.405690773502291,83.63594219524335,5.958367031254365,15,5,186,0,54,19,7,158,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.48070179236758,-23.270453193238353]}"
0000000000000000142e_0,0,1,0,0,0,0,0,6,0,1,0,0,0,0,0,1,6,1,10.683439,28.021809,37.271515,36.983376,26.39473,9.630178,0,0,9,0,0,6,13,1977,136,12,63.07,14.82,2.98,125,88,46,3.03,-39,-8,83.9,ctb0607-PERFIL-53,0,17,3659,0,1,0,0,1,0,0,0,0,0,31.765966929666238,47.486644016121986,20.747389054211784,14,1,168,0,54,3,1,185,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.98341566837965,-10.683439095212442]}"
0000000000000000174f_0,0,1,0,0,0,0,1,25,0,0,0,0,0,0,0,0,1,1,25.6668,47.128933,55.39972,49.183342,29.268555,2.9435751,0,0,0,0,0,2,1,1977,96,33,0.72,4.64,0.78,166,69,54,2.85,-10,-10,8.99,ctb0641-P-IIIRCC-13-PR,-2,914,10997,1,0,0,1,0,0,0,0,0,1,47.400026824718566,31.262155261555087,21.33781791372635,32,0,168,1,47,6,2,429,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.183435542006876,-25.66679904515559]}"
0000000000000000214f_0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,4,1,28.648756,50.33299,57.995365,50.435402,28.82831,1.0142196,0,0,0,0,0,6,0,1977,102,35,0.72,4.64,0.78,188,58,38,2.85,15,-16,8.99,ctb0770-21,-3,1043,4316,1,0,0,1,0,0,0,0,0,1,62.01704159324907,11.318103398475841,26.6648550082751,28,2,156,1,49,14,4,508,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.43550738501266,-28.64875663079034]}"
00000000000000002151_0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,1,10,0,29.126032,53.726868,63.282413,56.29556,33.629425,3.5864408,1,0,5,0,0,4,36,1977,134,4,120.58,28.94,13.26,193,39,49,4.38,-60,-5,167.16,ctb0770-26,0,56,5801,1,0,0,1,0,0,0,0,1,0,23.806392810663063,30.71025679267813,45.48335039665881,17,0,171,1,49,2,0,244,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-56.29566714096636,-29.12603154124304]}"
00000000000000002159_0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,9,1,29.199333,51.228184,58.988,51.26302,29.260405,0.9616002,0,0,0,0,0,3,1,1977,102,29,108.3,25.45,2.98,187,88,43,5.42,-5,-1,142.14,ctb0770-40,-1,748,2330,1,0,0,1,0,0,0,0,0,1,51.328798171746826,13.93511843216081,34.736083396092376,29,-4,164,-3,51,14,4,320,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.26312525627198,-29.199334068427195]}"
00000000000000002160_0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,23,0,30.260065,53.783707,62.30528,54.489674,31.497757,1.6910673,1,0,1,0,0,5,17,1977,140,21,1.03,4.74,0.0,151,69,48,3.63,-6,-6,9.4,ctb0770-56,0,142,6915,1,0,0,1,0,0,0,0,1,0,28.76716445787837,42.72726441676345,28.50557112535819,20,0,174,2,54,7,1,227,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.489783925300884,-30.260064755915526]}"
00000000000000002197_0,0,1,0,0,0,0,1,7,0,0,0,0,0,0,0,1,3,1,28.366596,49.64784,57.103878,49.56655,28.224089,0.8148118,0,0,0,0,0,6,0,1977,93,24,0.72,4.64,0.78,211,119,47,2.85,32,-14,8.99,ctb0770-E23,4,1358,15745,1,0,0,1,0,0,0,0,0,1,47.94925299785249,19.965578601882157,32.085168400265346,33,-1,187,-3,46,15,5,545,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.56665684221227,-28.366595800048398]}"
00000000000000002453_0,0,0,0,0,1,1,0,21,0,0,0,0,0,0,0,0,1,0,15.933463,37.30019,47.991802,46.333202,31.770008,9.870655,0,0,2,0,0,9,2,1977,125,7,7.4,17.58,0.03,96,56,48,1.78,-8,-22,26.79,ctb0826-P18,14,689,5837,0,1,0,0,0,1,0,0,0,0,31.27933775836606,30.012703610125158,38.70795863150879,12,8,175,4,58,49,17,136,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.33326080855245,-15.93346311019216]}"
00000000000000002152_0,0,1,0,0,0,0,0,11,1,0,0,0,0,0,0,0,11,0,29.938288,53.41565,61.987453,54.31073,31.50753,1.8769457,1,0,1,0,0,7,5,1977,118,14,120.58,28.94,13.26,163,58,25,4.38,6,-12,167.16,ctb0770-27,2,140,5290,1,0,0,1,0,0,0,0,1,0,16.897964902244766,62.23774142606061,20.864293671694632,21,0,142,-3,53,12,2,289,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.31083952070428,-29.938288221143917]}"
0000000000000000215a_0,0,1,0,0,0,0,1,8,0,0,0,0,0,0,0,0,2,1,29.449965,51.1063,58.544712,50.599792,28.561956,0.40826556,0,0,1,0,0,4,0,1977,93,34,0.72,4.64,0.78,219,103,31,2.85,30,19,8.99,ctb0770-43,7,858,17993,1,0,0,1,0,0,0,0,0,1,55.18025204328031,10.340237123119495,34.479510833600195,43,2,169,-13,49,23,8,741,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.59989908200654,-29.449964032696546]}"
00000000000000002451_0,0,0,0,0,1,1,0,43,0,0,0,0,0,0,0,0,0,0,16.550066,37.686745,48.061882,46.04996,31.212334,9.195737,0,0,5,0,0,3,2,1977,133,6,12.0466,24.575,1.68652,95,28,56,3.06548,16,0,40.2735,ctb0826-P13,3,706,1182,0,1,0,0,0,1,0,0,0,0,43.49797552336591,30.482430202742204,26.019594273891883,12,1,190,-2,55,10,4,121,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.05002199946957,-16.550066721211802]}"
00000000000000002461_0,0,1,0,0,1,0,0,42,0,0,0,0,0,0,0,0,0,0,18.483421,39.529064,49.34736,46.40003,30.529491,7.709812,0,0,5,1,0,4,1,1977,126,10,4.17,13.94,0.0,78,68,44,0.38,3,9,18.49,ctb0826-P8,0,878,4767,1,0,0,0,0,0,1,0,0,0,56.31031317824353,30.039810215563605,13.649876606192871,14,-9,184,-13,53,22,9,181,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.40009546569095,-18.483420875693835]}"
00000000000000002462_0,0,0,0,0,1,0,0,52,0,0,0,0,0,0,0,0,2,0,17.4332,38.760773,49.042168,46.66656,31.293514,8.749457,0,0,9,1,0,3,4,1977,131,6,35.06,7.71,3.86,84,57,65,5.66,-8,36,52.29,ctb0826-PC1,0,583,3175,0,1,0,0,0,1,0,0,0,0,40.5664130482638,41.232867806509724,18.200719145226486,12,-1,210,0,54,4,1,142,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.66662561048921,-17.433200477029704]}"
00000000000000001552_0,0,1,0,0,1,1,0,28,0,0,0,0,0,0,0,0,1,0,18.566694,40.42371,50.78131,48.016724,31.878656,8.461092,0,0,2,0,0,5,2,1978,131,31,35.06,7.71,3.86,78,43,54,5.66,3,-21,52.29,ctb0617-Perfil-17,8,717,2885,0,1,0,0,0,1,0,0,0,0,42.334298920725395,27.625825530965525,30.03987554830909,14,2,202,0,53,22,8,183,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.01679348252085,-18.566694702531716]}"
0000000000000000155f_0,0,0,0,0,1,1,0,32,0,0,0,0,0,0,0,0,6,0,18.483421,40.60651,51.169216,48.51664,32.35134,8.787244,0,0,1,0,0,12,0,1978,128,25,21.58,4.75,2.37,69,74,69,3.41,-2,-18,32.12,ctb0617-Perfil-30,-3,849,3577,1,0,0,0,0,0,1,0,0,0,51.31234712163395,32.05653120318308,16.631121675182975,16,12,221,10,54,31,13,192,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.51670593813337,-18.483420875693835]}"
00000000000000001637_0,0,0,0,0,0,0,0,54,0,0,0,0,0,1,0,1,2,1,25.980492,48.975464,58.22515,52.280373,31.774609,4.2500677,0,0,3,0,0,2,1,1978,101,90,108.3,25.45,2.98,179,41,52,5.42,18,4,142.14,ctb0631-Perfil-29,2,921,6349,1,0,0,1,0,0,0,0,0,1,74.47627526062138,6.167449738138324,19.356275001240295,29,2,176,-1,47,13,4,293,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.28046731553734,-25.980490742370126]}"
00000000000000001793_0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,2,0,17.366634,37.82111,47.51628,44.933174,29.835402,7.9243956,0,0,5,1,0,2,40,1978,136,6,11.9455,24.3687,1.67237,94,23,67,3.03975,-18,28,39.9661,ctb0642-Perfil-71,0,489,2205,0,1,0,0,0,1,0,0,0,0,46.28629756810581,10.72504892604686,42.988653505847346,15,0,196,0,49,1,0,114,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.93323643825218,-17.366635314476447]}"
00000000000000001a32_0,1,1,0,0,0,1,0,10,0,0,0,0,0,0,0,0,1,0,1.6001241,29.120121,47.725056,54.50002,46.09579,26.365185,0,0,2,0,0,38,0,1978,125,7,100.4108,22.09,11.05,84,116,32,16.31,-44,-14,149.8608,ctb0667-Perfil-20,2,133,2917,0,1,1,0,0,0,0,0,0,0,27.408757814884734,44.87131626985549,27.719925915259775,15,-1,149,3,48,9,2,159,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.50002471953985,-1.600124099837899]}"
00000000000000001628_0,0,1,0,0,0,0,0,60,0,0,0,0,0,1,0,0,3,1,25.25043,47.659912,56.691605,50.930477,30.984331,4.191317,0,0,1,0,0,4,0,1978,109,25,108.3,25.45,2.98,164,82,29,5.42,2,-1,142.14,ctb0631-Perfil-15,-1,778,7922,1,0,0,1,0,0,0,0,0,1,57.26960140233297,11.256953193688513,31.473445403978527,27,-7,144,-3,49,19,7,281,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.93056893809093,-25.250429910966194]}"
0000000000000000173b_0,1,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,4.0500994,26.757809,41.411964,45.71664,37.28845,19.785328,0,0,1,0,0,1,1,1979,127,4,133.9218,13.39,10.85,107,91,50,7.73,-2,-14,165.8918,ctb0639-PERFIL-6,3,62,2871,0,1,0,0,0,1,0,0,0,0,19.80763538811698,45.87847790034353,34.313886711539496,13,0,162,0,53,10,3,154,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-45.71665719753282,-4.050099374217071]}"
0000000000000000200b_0,0,1,0,0,1,1,0,20,0,0,0,0,0,0,0,1,3,0,17.066689,42.64492,55.956764,54.9166,38.58122,13.2645,0,0,32,0,0,6,2,1979,125,8,69.2,15.22,7.61,93,49,43,11.17,-2,-6,103.21,ctb0763-109,-5,316,2332,0,1,0,0,0,1,0,0,0,0,4.576120734375119,91.9021406614511,3.5217386041737977,11,-1,154,0,49,13,5,148,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.916663348314486,-17.066687841108937]}"
0000000000000000169b_0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,2,0,5.4999804,26.028957,38.807384,41.83322,33.207783,16.56055,0,0,3,0,1,40,8,1980,139,6,9.59,5.85,1.25,116,90,74,1.6,21,25,18.28,ctb0637-Perfil-122,1,151,3993,0,1,0,0,1,0,0,0,0,0,16.222050087946943,51.31864049124355,32.459309420809504,10,0,204,-1,58,5,1,106,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.833240224284125,-5.499980242785979]}"
000000000000000016c8_0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,0,1,0,9.816745,31.53469,44.031708,45.34984,34.03726,14.635012,0,0,8,1,0,5,4,1980,138,5,12.0466,24.575,1.68652,154,56,61,3.06548,18,26,40.2735,ctb0637-Perfil-60,-2,419,2374,0,1,0,0,0,1,0,0,0,0,15.369015184919704,48.55079031772224,36.08019449735804,9,0,203,0,60,9,2,95,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-45.349875067026815,-9.816744509093926]}"
000000000000000020e0_0,0,0,0,0,1,1,0,69,0,0,0,0,0,0,0,0,1,0,21.050087,41.37339,50.03686,45.683163,28.605915,5.135661,0,0,2,0,0,4,2,1980,125,9,39.3993,12.0344,3.73953,108,46,46,3.60923,-1,15,58.7826,ctb0769-34-EXTRA,-4,853,3920,1,0,0,0,0,0,1,0,0,0,57.32239451929294,22.892624294134148,19.78498118657291,16,-7,184,-3,48,23,8,188,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-45.68323986896357,-21.050087305480133]}"
00000000000000002107_0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,1,4,1,22.300003,42.466255,50.70188,45.716576,27.998413,4.0768127,0,0,0,0,0,2,0,1981,116,29,62.89,14.78,2.98,110,53,45,3.02,10,-27,83.66,ctb0769-55-EXTRA,32,938,3071,1,0,0,0,0,0,1,0,0,0,39.63260050374585,36.73062369637389,23.636775799880247,19,5,170,-16,51,88,35,217,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-45.71665719753282,-22.300003191804034]}"
000000000000000021c8_0,0,1,0,0,0,0,0,43,0,1,0,0,0,0,0,0,1,1,19.650063,37.61465,45.006157,40.666527,25.000568,3.7870734,0,0,1,0,0,4,2,1981,127,8,96.5,22.68,2.98,101,52,70,3.63,-6,-31,125.79,ctb0771-33-EXTRA,-1,179,2570,0,1,0,0,0,1,0,0,0,0,28.166602184728482,59.726078615823475,12.107319199448037,16,21,212,13,56,51,22,168,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.6665981647981,-19.650062935179857]}"
0000000000000000227e_0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,4,1,23.149988,45.21709,54.548862,49.68326,30.98002,5.364381,0,0,1,0,0,5,2,1981,122,13,75.1,17.65,2.98,99,61,46,3.76,-41,-25,99.48,ctb0787-29,-9,625,4160,1,0,0,1,0,0,0,0,1,0,37.22650403925269,46.817276680204614,15.95621928054269,18,-5,179,8,55,31,10,236,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.68334799761939,-23.149989113637925]}"
00000000000000002280_0,0,1,0,0,0,0,0,29,0,0,0,0,0,0,0,0,2,1,22.499968,44.089233,53.256943,48.56675,30.34988,5.355536,0,0,4,0,0,8,5,1981,127,14,75.1,17.65,2.98,99,79,166,3.76,11,132,99.48,ctb0787-31,0,426,5405,1,0,0,1,0,0,0,0,1,0,33.46250782243595,46.02429631309227,20.513195864471776,15,-1,123,-3,56,6,2,216,275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.566831930987235,-22.49996817404904]}"
0000000000000000228a_0,0,0,0,0,0,1,0,72,0,0,0,0,0,0,0,0,0,1,20.61674,42.875423,52.98678,49.366615,31.997002,7.383673,0,0,4,0,0,2,0,1981,135,4,62.23,14.64,2.98,66,40,60,3.63,1,-10,83.48,ctb0787-43,3,472,2690,0,1,0,0,0,1,0,0,0,0,17.775098520365262,74.91974964292541,7.305151836709323,10,0,205,0,49,8,3,128,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.36669185996726,-20.616740012420877]}"
0000000000000000228d_0,0,0,0,0,0,1,0,52,0,0,0,0,0,0,0,1,1,1,23.100132,43.613155,51.883945,46.616684,28.365873,3.8462949,0,0,1,0,0,5,2,1981,117,11,39.01,17.61,4.12,108,70,43,5.59,-33,-19,66.33,ctb0787-47,-1,762,5029,1,0,0,1,0,0,0,0,0,1,40.65564170130156,43.63149688459297,15.712861414105486,19,-3,166,2,52,15,4,213,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.61676911222058,-23.100132615369294]}"
0000000000000000246b_0,0,0,0,0,1,0,0,36,0,0,0,0,0,0,0,0,1,0,18.066782,39.407913,49.536804,46.866524,31.14311,8.305895,0,0,4,1,0,15,3,1981,129,9,12.0466,24.575,1.68652,89,73,54,3.06548,32,30,40.2735,ctb0826-PC26,19,698,2674,0,1,0,0,0,1,0,0,0,0,51.268905436680335,16.208177593156837,32.522916970162825,14,-1,205,-22,54,54,21,193,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.86659059273421,-18.066782246919203]}"
000000000000000017f7_0,0,0,0,0,1,1,0,7,0,0,0,0,0,0,0,0,0,0,3.0834222,24.602198,38.681885,43.11656,35.542538,19.293854,0,0,57,0,0,2,3,1981,124,10,15.3982,31.4124,2.15575,144,199,37,3.91835,2,-3,50.4625,ctb0645-Perfil-163,3,38,1782,0,1,0,0,1,0,0,0,0,0,6.4548900350573355,89.40589123348207,4.139218731460594,14,3,158,0,47,13,4,157,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.11657343917727,-3.083422296976053]}"
00000000000000001c06_0,1,0,0,0,0,0,0,7,0,0,0,0,1,0,0,1,0,0,6.809724,32.085197,47.80839,51.515884,40.87532,20.362026,0,0,5,0,0,1,3,1981,125,4,139.27124,43.17,13.09,110,48,43,5.59,20,12,201.12123,ctb0689-3,0,218,2365,0,1,1,0,0,0,0,0,0,0,27.02798013793491,59.93697315121994,13.035046710845155,14,0,162,0,46,3,0,155,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.51591117722322,-6.809723927032241]}"
000000000000000020e7_0,0,1,0,0,0,0,0,26,0,1,0,0,0,0,0,0,0,1,21.849947,42.20618,50.68805,45.966667,28.442776,4.5915017,0,0,1,0,0,3,0,1981,113,38,75.1,17.65,2.98,123,86,31,3.76,39,3,99.48,ctb0769-38-EXTRA,-1,1028,3529,1,0,0,1,0,0,0,0,0,1,44.49243305027114,33.84018272389633,21.667384225832528,19,4,142,-17,49,36,10,214,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-45.966748172631696,-21.849947234460156]}"
00000000000000002299_0,0,1,0,0,0,0,0,19,0,0,0,0,1,0,0,0,4,1,22.799915,42.82028,50.827385,45.566734,27.614964,3.5702422,0,0,3,0,0,7,2,1981,104,16,140.0,32.9,2.98,141,95,24,7.0,-4,-25,182.88,ctb0787-69,24,1333,17779,1,0,0,1,0,0,0,0,0,1,28.302756548107403,54.62377604265802,17.07346740923457,36,-36,141,-8,46,132,49,638,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-45.56681820814168,-22.799915647416547]}"
000000000000000022a0_0,0,1,0,0,0,0,0,23,0,0,0,0,1,0,0,2,1,1,23.26668,43.9177,52.241283,46.93334,28.553652,3.864129,0,0,3,0,0,20,0,1981,110,23,140.0,32.9,2.98,119,94,31,7.0,-43,-29,182.88,ctb0787-78,5,1093,6232,1,0,0,1,0,0,0,0,0,1,18.330883923875803,69.40377810000781,12.26533797611637,27,-33,125,3,63,92,36,303,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.93342524987271,-23.266680269045054]}"
00000000000000001834_0,1,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,4.0665383,26.610767,41.147774,45.399986,37.007523,19.60999,0,0,3,0,0,0,3,1982,126,5,133.9218,13.39,10.85,92,122,47,7.73,7,43,165.8918,ctb0645-Perfil-79,-1,28,1273,0,1,0,0,0,1,0,0,0,0,16.676421182980654,62.46774402919485,20.855834787824495,10,0,161,0,55,9,2,106,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-45.40000105988069,-4.066538543916458]}"
00000000000000002241_0,0,1,0,0,0,0,0,17,0,1,0,0,0,0,0,0,2,1,21.410671,39.48017,46.49435,41.35427,24.696314,2.6217282,0,0,7,0,0,9,4,1983,131,6,96.5,22.68,2.98,153,52,54,3.63,41,-9,125.79,ctb0779-PERFIL-2-RJ,7,100,2789,0,1,0,0,0,1,0,0,0,0,18.851197261846476,70.9816864935632,10.16711624459031,14,-1,175,-3,59,21,7,163,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.35434834632001,-21.410671060525708]}"
00000000000000001ce7_0,1,0,0,0,0,0,0,60,0,0,0,0,1,0,0,0,0,0,2.566801,28.654144,46.022274,51.950058,43.408855,24.235102,0,0,6,0,0,1,6,1984,120,6,128.2769,39.77,12.06,91,86,45,5.15,18,-2,185.25691,ctb0705-25,0,14,3364,0,1,1,0,0,0,0,0,0,0,12.790311700427967,79.97219325336108,7.237495046210954,10,0,135,0,43,1,0,168,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.95006695403818,-2.5668011770789168]}"
00000000000000001d59_0,1,1,0,1,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0.06669991,-30.892372,-52.299236,-60.8,-52.366917,-31.006811,0,0,31,0,0,0,15,1984,124,5,15.51,1.8612,1.25631,129,69,53,0.92598,-4,-1,19.55349,ctb0709-67,0,40,1106,0,1,0,0,0,0,0,1,0,0,9.46053276282411,82.96792970862965,7.571537528546234,14,0,141,0,48,1,0,215,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-60.799999638598464,0.06669990984587315]}"
00000000000000001ecc_0,1,1,0,0,0,0,0,6,0,0,0,0,1,0,0,3,0,0,3.8167171,35.533028,56.47091,63.349945,52.58493,28.962198,0,0,2,0,0,0,15,1984,119,9,14.1,4.371,1.3254,121,23,185,0.5658,28,105,20.3622,ctb0753-115,0,21,580,0,1,0,0,0,0,0,1,0,0,29.080687117342947,11.984167927270438,58.93514495538661,15,0,179,-1,41,3,0,282,119,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-63.34995740410014,-3.8167170634028196]}"
000000000000000010e7_0,0,0,0,0,1,0,0,49,0,0,0,0,0,0,0,0,2,0,18.570198,39.568226,49.33145,46.330227,30.425238,7.599589,0,0,6,1,0,4,0,1984,120,6,4.17,13.94,0.0,64,57,30,0.38,-8,0,18.49,ctb0562-Perfil-16,-4,1077,4894,1,0,0,0,0,0,1,0,0,0,61.487010659969876,27.00762046261772,11.505368877412407,13,0,159,1,52,11,4,179,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.33029636811486,-18.570198132139783]}"
00000000000000001986_0,1,1,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,5.916619,39.503895,61.197937,67.59987,55.174065,29.318087,0,0,2,0,0,0,16,1984,119,4,140.06,43.4186,13.16564,140,25,28,5.62028,-4,-5,202.26453,ctb0664-PERFIL-61,0,129,3714,0,1,0,0,0,0,0,1,0,0,19.14909575504326,71.36490203741518,9.486002207541567,16,0,121,0,37,1,0,280,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-67.5998870132696,-5.916618871560612]}"
00000000000000001995_0,1,1,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,7.5500255,42.046818,63.95194,69.83343,56.26511,29.049109,0,0,2,0,0,0,7,1984,121,4,135.36,13.536,10.96416,144,2,26,7.81632,10,32,167.67648,ctb0664-PERFIL-91,-1,165,2196,0,1,0,0,0,0,0,1,0,0,34.86460861585598,18.888968179998926,46.246423204145096,13,0,121,-1,48,4,1,136,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.83345813570438,-7.550025552675139]}"
00000000000000001cb7_0,1,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,1,0,5.4832716,29.518534,44.723747,48.716652,39.14113,20.078848,0,0,33,0,0,3,2,1984,126,4,139.27124,43.17,13.09,96,67,61,5.59,20,6,201.12123,ctb0703-18,1,118,3237,0,1,0,0,0,1,0,0,0,0,9.562055961081658,82.93124919175251,7.506694847165825,14,-1,191,0,43,6,2,152,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.71667092037837,-5.4832715785013555]}"
00000000000000001d40_0,1,1,0,0,0,0,0,12,0,0,0,0,1,0,0,1,1,0,2.8333313,-29.953236,-53.329567,-63.633205,-56.2139,-34.830376,0,0,0,0,0,37,2,1984,115,15,39.01,3.901,0.0,119,19,27,5.654458,-35,-22,174.95786,ctb0709-30,-8,891,7482,0,1,0,0,0,0,0,1,0,0,27.022413344258133,52.40387109384619,20.57371556189567,16,0,109,4,42,26,9,215,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-63.63319621318303,2.833331321877175]}"
00000000000000001d8c_0,1,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,8.366594,43.275635,65.25696,70.86667,56.738792,28.872208,0,0,1,0,0,0,4,1984,123,4,116.56,11.656,9.44136,114,6,23,6.73072,-8,1,144.38808,ctb0713-3,1,235,3058,0,1,0,0,0,0,0,1,0,0,20.308333246349957,36.18900078363564,43.50266597001439,13,-2,126,0,54,9,3,135,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86670037549865,-8.366594145939782]}"
00000000000000001f30_0,1,1,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,10.250092,38.7289,55.786327,58.749916,45.350643,21.083136,0,0,1,0,0,36,3,1984,122,3,82.25,25.4975,7.7315,129,33,25,3.3005,-47,-23,118.7795,ctb0756-120,5,278,5924,0,1,1,0,0,0,0,0,0,0,36.65354380005573,38.0711377771832,25.275318422761067,13,-2,123,11,46,37,8,200,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-58.74995432870931,-10.250091802153186]}"
00000000000000000f5c_0,0,0,0,0,0,1,0,32,0,0,0,0,0,0,0,1,3,1,7.282148,24.013714,33.713165,34.86085,26.299189,11.477373,0,0,10,0,0,1,8,1966,127,9,43.49,15.42,4.26,107,112,31,5.33,26,18,68.5,ctb0064-7844,0,14,485,0,1,1,0,0,0,0,0,0,0,10.818342644057855,82.48575792203506,6.695899433907079,11,-4,143,-3,51,18,5,135,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-34.86087631506204,-7.282147934950697]}"
00000000000000000f6d_0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,7.3400893,25.117847,35.525314,36.931915,28.052341,12.481749,0,0,1,0,1,20,6,1967,138,5,9.59,5.85,1.25,179,137,73,1.6,-4,-12,18.28,ctb0064-7878,0,579,1100,0,0,0,0,0,0,0,0,0,0,21.25587612289064,62.266555660711035,16.477568216398332,8,4,188,1,62,10,4,78,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.9319422025996,-7.3400892707764065]}"
