system:index,Amazonia,Area_Estavel,Caatinga,Campinarana,Cerrado,Contato_Ecotono_e_Encrave,Estepe,Ferralsols,Floresta_Estacional_Decidual,Floresta_Estacional_Semidecidual,Floresta_Estacional_Sempre_Verde,Floresta_Ombrofila_Aberta,Floresta_Ombrofila_Densa,Floresta_Ombrofila_Mista,Formacao_Pioneira,Histosols,Humisols,Mata_Atlantica,Pampa,Pantanal,Sandysols,Savana,Savana_Estepica,Thinsols,Wetsols,ano,antropico,bdod,black_soil_prob,cagb,campoAlagado-areaPantanosa,cbgb,cdw,cec,cfvo,clayminerals,clitter,convergence,cti,ctotal,dataset_id,eastness,elevation,estoque,evi_mean,formacaoCampestre,formacaoFlorestal,formacaoSavanica,lavouras,lv1_Humid_subtropical_zone,lv1_Tropical,lv2_monsoon,lv2_oceanic_climate_without_sry_season,lv2_with_dry_summer,lv2_with_dry_winter,lv2_without_dry_season,lv3_with_hot_summer,lv3_with_temperate_summer,mapbiomas_clay_v003,mapbiomas_sand_v003,mapbiomas_silt_v003,mapbiomas_v001_1984,mosaicoDeUsos,natural,ndvi_mean,nitrogen,northness,outrasFormacoesFlorestais,oxides,pastagem,pcurv,phh2o,restingas,roughness,savi_mean,silvicultura,slope,soc,spi,year,.geo
13_000000000000000023e4_0,0,1,0,0,0,0,0,33,0,0,0,0,1,0,0,0,2,1,0,0,7,0,0,9,4,1998,0,108,8,141.1,0,33.16,2.98,129,82,21,3.41,-9,-26,180.64,ctb0811-37,6,240,4506,0,0,33,0,0,1,0,0,1,0,0,0,1,0,26.212952724529448,55.94899569600656,17.838051579463986,54,0,33,-1,23,24,0,131,0,-4,55,0,64,0,0,26,318,0,1998,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.02916278775059,-22.522336224623608]}"
13_00000000000000002413_0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,2,4,1,0,0,17,0,0,1,20,1998,0,108,24,79.71,0,18.73,2.98,255,82,32,3.28,-10,-5,104.7,ctb0811-83,0,6,647,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11.776675760565244,77.40330868779444,10.820015551640322,137,0,33,0,25,1,0,120,0,0,57,33,5,0,0,1,456,0,1998,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.23882957506409,-22.938974853398243]}"
14_00000000000000001504_0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,1,3,1,0,0,7,0,0,7,6,1999,34,106,7,141.1,0,33.16,2.98,206,114,64,3.41,-2,55,180.64,ctb0613-Camboriú-03,0,27,2048,0,0,0,0,7,1,0,0,1,0,0,0,1,0,36.35394118218576,23.732631745525683,39.91342707228856,107,0,0,0,32,0,0,183,0,-2,50,0,5,0,0,1,415,4,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.69915377233804,-27.102935689877462]}"
14_000000000000000017aa_0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,9,0,1,0,1,0,0,6,8,1999,0,120,9,0.73,0,0.77,0.0,190,79,62,3.63,3,-12,5.13,ctb0643-Perfil-10,2,84,1917,0,0,0,0,0,1,0,0,1,0,0,0,1,0,25.99710265126379,48.93932328423783,25.06357406449839,42,0,0,-5,20,-3,0,199,0,0,51,0,13,0,0,4,210,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.793409917051434,-29.74290464684791]}"
14_00000000000000001c87_0,1,1,0,0,0,0,0,11,0,0,0,0,0,0,0,2,1,0,0,0,10,1,0,4,13,1999,0,124,5,3.29,0,10.9886,0.097384,142,26,52,0.231196,-48,-6,14.60718,ctb0702-P-2,-1,102,648,0,34,0,0,0,0,1,1,0,0,0,0,0,0,21.822428878105463,33.72072704323144,44.456844078663096,56,0,34,0,15,-1,0,156,0,1,48,0,4,0,0,1,186,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.74862057862868,-8.336949741563837]}"
14_0000000000000000249e_0,1,1,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,4,5,1999,0,119,4,139.27124,0,43.17,13.09,151,11,23,5.59,16,12,201.12123,ctb0829-E5,-5,94,935,0,0,34,0,0,0,1,1,0,0,0,0,0,0,34.68223850324959,50.17555287968716,15.142208617063249,51,0,34,0,13,0,0,122,0,-3,38,0,12,0,0,5,153,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.86234729359821,-8.033229344003026]}"
14_0000000000000000242d_0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,1,7,1,0,0,5,0,0,1,13,1999,13,123,4,141.1,0,33.16,2.98,168,37,51,3.41,13,-10,180.64,ctb0820-E-15,1,71,2313,0,0,0,0,0,0,1,0,0,0,0,1,0,0,20.769262152645382,69.55163236450278,9.679105482851838,48,0,0,0,24,0,0,166,13,2,53,0,6,0,0,1,289,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.15635050913637,-16.395376829286413]}"
14_000000000000000024a5_0,1,0,0,0,0,0,0,31,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,4,4,1999,11,124,4,139.27124,0,43.17,13.09,124,41,48,5.59,-47,-20,201.12123,ctb0829-E6,-5,158,2321,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,36.58569885789065,43.344461517169954,20.069839624939416,49,0,0,-3,16,-4,0,186,11,3,43,0,24,-1,0,8,193,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.52925198624669,-8.094404614851566]}"
14_000000000000000024a8_0,1,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,2,10,1999,34,127,6,128.2769,0,39.77,12.06,149,18,34,5.15,-37,-3,185.25691,ctb0829-E9,0,70,3055,0,0,0,0,0,0,1,1,0,0,0,0,0,0,22.685838993479422,29.79144481504119,47.52271619147938,53,0,0,-1,16,0,0,146,34,0,41,0,2,0,0,0,179,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.57731642822894,-7.679921942758819]}"
14_0000000000000000247b_0,1,0,0,0,0,0,0,33,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,6,1999,2,123,4,139.27124,0,43.17,13.09,150,13,46,5.59,-19,-16,201.12123,ctb0829-E10,1,127,3135,0,0,0,0,0,0,1,1,0,0,0,0,0,0,41.12303410792123,41.51320154132523,17.363764350753545,55,0,0,0,16,-6,0,175,2,-1,43,0,21,0,0,7,169,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.51281281654731,-7.862908766133964]}"
14_000000000000000024a7_0,1,0,0,0,0,0,0,25,0,0,0,0,1,0,0,3,0,0,0,0,9,0,0,4,11,1999,0,121,4,139.27124,0,43.17,13.09,139,19,33,5.59,58,17,201.12123,ctb0829-E8,1,105,1782,3,0,34,0,0,0,1,1,0,0,0,0,0,0,29.873564359775767,50.31445090901627,19.811984731207964,53,0,34,0,14,2,0,145,0,-1,41,0,10,2,0,3,176,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.472658123347166,-7.8771919791514655]}"
14_0000000000000000150c_0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,3,1,0,0,3,0,0,3,12,1999,34,102,7,141.1,0,33.16,2.98,229,91,44,3.41,0,6,180.64,ctb0613-Camboriú-12,0,14,1758,0,0,0,0,1,1,0,0,1,0,0,0,1,0,33.770315044380155,27.167208642531815,39.062476313088034,88,0,0,-1,33,0,0,162,0,0,50,0,2,0,0,0,428,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.630971642273366,-27.051192729512174]}"
14_0000000000000000242e_0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,2,7,1,0,0,8,0,0,2,7,1999,34,122,4,141.1,0,33.16,2.98,167,25,49,3.41,0,-11,180.64,ctb0820-E-16,-1,67,4513,-3,0,0,0,0,0,1,0,0,0,0,1,0,0,19.3420364564689,67.95196465530978,12.70599888822132,71,0,0,-5,26,1,0,166,12,4,53,0,9,-2,0,1,306,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.133173974806084,-16.388100475485047]}"
14_00000000000000001307_0,0,0,0,0,1,0,0,28,0,0,0,0,0,0,0,0,1,0,0,0,15,1,0,3,3,1999,6,131,5,12.4577,0,25.4138,1.74408,100,40,60,3.17009,-15,-15,41.5234,ctb0583-TAl-01,2,393,2603,-5,0,0,0,0,0,1,1,0,0,0,0,0,0,7.13075599339342,87.78360697105741,5.085637035549175,26,0,0,-13,11,-4,0,202,6,0,52,0,13,-6,0,5,129,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.74840432131705,-18.23710282478826]}"
14_00000000000000001308_0,0,0,0,0,1,0,0,27,0,0,0,0,0,0,0,0,1,0,0,0,17,1,0,5,2,1999,10,132,5,12.4577,0,25.4138,1.74408,102,40,59,3.17009,-27,-16,41.5234,ctb0583-TAl-02,2,401,1728,-2,0,0,0,0,0,1,1,0,0,0,0,0,0,5.832594799733669,89.5942287361968,4.573176464069529,26,0,0,-7,11,-2,0,202,10,0,52,0,10,-3,0,3,128,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.7435534187828,-18.234138384350665]}"
14_00000000000000001309_0,0,0,0,0,1,0,0,27,0,0,0,0,0,0,0,0,2,0,0,0,17,1,0,3,1,1999,34,132,5,12.4577,0,25.4138,1.74408,104,48,56,3.17009,-1,-9,41.5234,ctb0583-TAl-03,-2,406,1661,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5.330391852696361,91.0027785948302,3.66682955247343,24,0,0,-2,11,-4,0,196,11,0,52,0,14,0,0,5,133,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.740319483759976,-18.231982427668775]}"
14_0000000000000000130a_0,0,1,0,0,1,0,0,26,0,0,0,0,0,0,0,0,1,0,0,0,19,1,0,3,1,1999,34,132,5,12.4577,0,25.4138,1.74408,102,41,58,3.17009,-35,-17,41.5234,ctb0583-TAl-04,3,408,1368,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5.172003811532556,91.26315738427733,3.564838804190111,25,0,0,0,11,-2,0,207,34,3,52,0,12,0,0,4,135,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.737624537907614,-18.229556976401653]}"
14_0000000000000000130e_0,0,0,0,0,1,0,0,29,0,0,0,0,0,0,0,0,2,0,0,0,24,1,0,4,3,1999,11,130,4,12.4577,0,25.4138,1.74408,100,43,57,3.17009,27,4,41.5234,ctb0583-TAl-08,-3,435,851,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4.619988435572277,92.54618777428198,2.8338237901457606,25,0,0,-2,12,-3,0,196,11,0,53,0,16,0,0,5,142,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.7217243573787,-18.22255011718552]}"
14_0000000000000000130f_0,0,0,0,0,1,0,0,34,0,0,0,0,0,0,0,0,2,0,0,0,25,1,0,5,3,1999,11,130,4,12.4577,0,25.4138,1.74408,98,46,55,3.17009,16,-3,41.5234,ctb0583-TAl-09,-5,445,1480,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4.415563567827067,93.33580350825063,2.2486329239222944,26,0,0,0,12,-1,0,195,11,0,53,0,14,0,0,5,144,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.72010738986728,-18.221741633429815]}"
14_00000000000000001311_0,0,0,0,0,1,0,0,26,0,0,0,0,0,0,0,0,2,0,0,0,13,1,0,4,3,1999,9,134,5,12.4577,0,25.4138,1.74408,101,34,57,3.17009,17,-12,41.5234,ctb0583-TAl-11,-4,394,1590,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11.725350385244347,83.35507371277326,4.9195759019823795,27,0,0,-2,11,4,0,193,9,0,53,0,15,0,0,5,131,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.738433021663326,-18.240336759811086]}"
14_00000000000000001312_0,0,0,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,5,3,1999,4,133,5,12.4577,0,25.4138,1.74408,100,40,60,3.17009,40,15,41.5234,ctb0583-TAl-12,-5,384,2408,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,16.546510860944895,76.10344253231551,7.350046606739596,25,0,0,-4,11,2,0,209,4,-4,53,0,16,0,0,6,127,3,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.73897201083379,-18.23683333020302]}"
14_00000000000000001313_0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,13,1,0,6,4,1999,3,134,5,12.4577,0,25.4138,1.74408,102,32,56,3.17009,34,12,41.5234,ctb0583-TAl-13,-4,385,17696,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,18.95152588988667,69.5466348172471,11.501839292866231,31,0,0,-6,11,2,0,191,3,-1,53,0,13,-1,0,5,127,1,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.73951100000426,-18.23898928688491]}"
14_00000000000000001317_0,0,0,0,0,1,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,3,4,1999,6,130,6,7.4,0,17.58,0.03,121,49,59,1.78,16,-12,26.79,ctb0584-T-JSM-01,0,622,4600,0,0,0,0,0,0,1,1,0,0,0,0,0,0,31.86399945514748,57.954809489351824,10.181191055500696,40,0,0,-2,13,6,0,217,6,0,52,0,14,0,0,6,178,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.489783925300884,-19.22129705006961]}"
14_00000000000000001318_0,0,0,0,0,1,0,0,68,0,0,0,0,0,0,0,0,2,0,0,0,11,1,0,1,3,1999,34,126,5,4.17,0,13.94,0.0,165,29,62,0.38,-1,23,18.49,ctb0584-T-JSM-02,2,690,3070,0,0,0,0,9,0,1,1,0,0,0,0,0,0,38.79076300749077,51.82435994051404,9.384877051995186,63,0,0,0,17,0,0,216,0,1,53,0,5,0,0,2,187,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.50622309500028,-19.25228892737173]}"
14_00000000000000001319_0,0,0,0,0,1,0,0,56,0,0,0,0,0,0,0,0,1,0,0,0,13,1,0,1,4,1999,34,130,4,4.17,0,13.94,0.0,164,38,58,0.38,-4,-6,18.49,ctb0584-T-JSM-03,0,686,1863,-2,0,0,0,9,0,1,1,0,0,0,0,0,0,28.119168065780116,64.51537105229787,7.3654608819220275,55,0,0,-3,17,-2,0,199,0,0,51,0,6,-2,0,2,178,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.53748446688763,-19.197581526568847]}"
14_0000000000000000132f_0,0,0,0,0,1,0,0,29,0,0,0,0,0,0,0,0,2,0,0,0,12,1,0,7,1,1999,13,132,6,12.4577,0,25.4138,1.74408,74,38,58,3.17009,-56,-15,41.5234,ctb0588-TCAM-01,0,506,1672,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,8.137893470075788,88.08297959360488,3.7791269363193267,39,0,0,-4,15,-1,0,198,13,4,53,0,9,-1,0,3,165,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.01978536864955,-19.49995445120348]}"
14_00000000000000001330_0,0,1,0,0,1,0,0,29,0,0,0,0,0,0,0,1,1,0,0,0,10,1,0,3,1,1999,34,133,8,12.4577,0,25.4138,1.74408,77,34,58,3.17009,-12,-16,41.5234,ctb0588-TCAM-04,3,444,2102,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10.053284021186824,81.07633352681346,8.87038245199972,27,0,0,-2,13,-8,0,190,34,-1,53,0,23,0,0,9,143,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.03272110874087,-19.506961310419612]}"
14_00000000000000001331_0,0,0,0,0,1,0,0,29,0,0,0,0,0,0,0,1,2,0,0,0,12,1,0,3,1,1999,14,136,8,12.4577,0,25.4138,1.74408,78,31,50,3.17009,-32,-19,41.5234,ctb0588-TCAM-05,4,452,2030,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11.568764254123685,80.73966855475135,7.6915671911249675,27,0,0,-4,13,-3,0,181,14,2,53,0,18,0,0,6,142,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.035146560008,-19.507769794175324]}"
14_00000000000000001332_0,0,1,0,0,1,0,0,30,0,0,0,0,0,0,0,0,2,0,0,0,13,1,0,3,2,1999,34,137,9,12.4577,0,25.4138,1.74408,78,28,69,3.17009,-31,-23,41.5234,ctb0588-TCAM-06,7,433,1664,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11.667213626809026,81.51057048589234,6.82221588729863,28,0,0,-1,13,0,0,204,34,10,53,0,19,0,0,7,138,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.03433807625229,-19.511542718368624]}"
14_00000000000000001333_0,0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,0,4,0,0,0,8,1,0,7,3,1999,34,135,8,12.4577,0,25.4138,1.74408,77,38,49,3.17009,-50,-20,41.5234,ctb0588-TCAM-07,1,463,1843,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11.707211834209161,79.99328701930493,8.299501146485925,29,0,0,-4,13,-3,0,177,34,7,54,0,18,0,0,5,146,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.024905765769034,-19.50830878334579]}"
14_00000000000000001334_0,0,1,0,0,1,0,0,31,0,0,0,0,0,0,0,0,2,0,0,0,13,1,0,5,1,1999,34,132,6,12.4577,0,25.4138,1.74408,74,37,56,3.17009,-18,-18,41.5234,ctb0588-TCAM-09,3,506,1255,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9.133540102555575,88.09856289824228,2.767896999202141,38,0,0,-4,15,-4,0,195,34,6,53,0,17,-1,0,5,165,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.01843789572338,-19.50022394578872]}"
14_00000000000000001335_0,0,0,0,0,1,0,0,32,0,0,0,0,0,0,0,0,3,0,0,0,10,1,0,5,1,1999,1,130,5,12.4577,0,25.4138,1.74408,71,36,35,3.17009,0,-5,41.5234,ctb0588-TCAM-10,-3,489,3535,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12.290689026546394,81.71563254948705,5.993678423966556,38,1,0,-2,14,-9,0,164,0,-1,54,0,25,0,0,10,169,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.015203960700546,-19.50264939705584]}"
14_00000000000000001336_0,0,0,0,0,1,0,0,36,0,0,0,0,0,0,0,0,3,0,0,0,6,1,0,4,2,1999,34,137,6,12.4577,0,25.4138,1.74408,71,40,56,3.17009,-4,-18,41.5234,ctb0588-TCAM-11,-2,458,1490,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10.192925832419157,83.08056573698939,6.726508430591458,28,0,0,-1,14,-1,0,208,34,4,54,0,17,0,0,4,151,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.01628193904149,-19.507769794175324]}"
14_00000000000000001337_0,0,1,0,0,1,0,0,31,0,0,0,0,0,0,0,1,1,0,0,0,11,1,0,5,3,1999,34,140,8,12.4577,0,25.4138,1.74408,79,52,65,3.17009,42,-18,41.5234,ctb0588-TCAM-12,-3,447,1516,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12.22385324748344,79.39873062445834,8.377416128058227,31,0,0,0,13,8,0,214,34,0,54,0,23,0,0,9,152,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.022749809087145,-19.511542718368624]}"
14_00000000000000001338_0,0,1,0,0,1,0,0,30,0,0,0,0,0,0,0,1,2,0,0,0,11,1,0,5,2,1999,34,137,10,12.4577,0,25.4138,1.74408,80,42,44,3.17009,5,-12,41.5234,ctb0588-TCAM-13,-7,445,3419,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12.559893945327008,83.01077562553773,4.429330429135264,28,0,0,-2,13,3,0,172,34,0,53,0,21,0,0,7,141,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.02787020620663,-19.515854631732395]}"
14_00000000000000001339_0,0,1,0,0,1,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,3,0,1999,34,137,7,12.4577,0,25.4138,1.74408,76,26,55,3.17009,21,-16,41.5234,ctb0588-TCAM-15,6,444,1140,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9.75753504771824,84.72290660465174,5.519558347630026,29,0,0,-2,13,3,0,196,34,0,54,0,20,0,0,7,142,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.041614430053656,-19.51423766422098]}"
14_0000000000000000133a_0,0,1,0,0,1,0,0,31,0,0,0,0,0,0,0,1,1,0,0,0,10,1,0,3,0,1999,34,136,7,12.4577,0,25.4138,1.74408,79,29,64,3.17009,-19,-21,41.5234,ctb0588-TCAM-17,1,449,1859,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11.81980550053181,82.02761997726536,6.152574522202848,27,0,0,-1,13,-8,0,212,34,0,53,0,21,-1,0,8,141,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.04026695712748,-19.509925750857207]}"
14_0000000000000000242b_0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,1,6,1,0,0,8,0,0,1,13,1999,13,125,4,141.1,0,33.16,2.98,178,43,53,3.41,-34,6,180.64,ctb0820-E-12,1,65,4435,0,0,0,0,0,0,1,0,0,0,0,1,0,0,24.610426264918985,66.7649430551713,8.62463067990971,55,0,0,-1,25,-5,0,168,13,0,52,0,15,0,0,6,264,1,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.15500303621019,-16.40561762352538]}"
14_00000000000000002430_0,0,1,0,0,0,0,0,21,0,0,0,0,1,0,0,1,2,1,0,0,8,0,0,1,6,1999,34,126,4,141.1,0,33.16,2.98,230,35,50,3.41,-38,-17,180.64,ctb0820-E-26,5,92,2895,0,0,0,0,0,0,1,0,0,0,0,1,0,0,21.76170431272868,71.89939032507614,6.338905362195191,58,0,0,0,24,-3,0,162,34,4,55,0,16,0,0,5,338,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.22992253090575,-16.36169000613193]}"
14_00000000000000002431_0,0,1,0,0,0,0,0,18,0,0,0,0,1,0,0,1,2,1,0,0,6,0,0,1,11,1999,34,131,5,141.1,0,33.16,2.98,212,35,54,3.41,-39,-11,180.64,ctb0820-E-28,1,88,2905,0,0,0,0,0,0,1,0,0,0,0,1,0,0,23.894139536032284,68.42853444971183,7.6773260142558835,66,0,0,0,25,-5,0,168,34,4,54,0,14,0,0,5,343,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.204051050723116,-16.354952641501036]}"
14_0000000000000000247a_0,1,1,0,0,0,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,5,1,0,1,11,1999,0,126,16,25.680801,0,85.77,0.76,168,19,74,1.8,11,43,114.0108,ctb0829-E1,0,76,5120,0,34,0,0,0,0,1,1,0,0,0,0,0,0,17.896178880027453,28.18414266893096,53.9196784510416,119,0,34,0,26,0,0,182,0,0,48,0,0,0,0,0,308,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-63.2391951295682,-7.9224670694710895]}"
14_00000000000000002484_0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,12,1,0,5,13,1999,0,123,9,25.680801,0,85.77,0.76,206,16,63,1.8,-54,-4,114.0108,ctb0829-E2,0,105,3356,0,34,0,0,0,0,1,1,0,0,0,0,0,0,22.728869994023356,63.780075259956234,13.491054746020414,116,0,34,-3,23,-1,0,183,0,1,47,0,4,-1,0,1,431,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.66777220305792,-8.467115626232754]}"
14_0000000000000000248c_0,1,1,0,0,0,0,0,31,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,7,9,1999,0,125,4,106.548996,0,10.65,8.63,121,16,46,6.15,-25,7,131.979,ctb0829-E3,0,125,2028,0,34,0,0,0,0,1,1,0,0,0,0,0,0,32.05770265468187,51.586898090731324,16.35539925458681,40,0,34,0,13,-2,0,171,0,0,42,0,9,0,0,2,142,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.41175234708386,-8.672201005597241]}"
14_000000000000000024a6_0,1,0,0,0,0,0,0,35,0,0,0,0,1,0,0,0,1,0,0,0,8,0,0,2,3,1999,2,122,4,139.27124,0,43.17,13.09,139,25,41,5.59,-1,0,201.12123,ctb0829-E7,1,102,6634,0,0,0,0,0,0,1,1,0,0,0,0,0,0,31.8274852022994,48.573789353184715,19.598725444515882,53,0,0,0,15,2,0,161,2,0,45,0,7,0,0,2,190,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.52062815951915,-7.980677899882034]}"
14_0000000000000000259d_0,0,1,0,0,0,0,0,32,0,1,0,0,0,0,0,0,4,1,0,0,6,0,0,4,5,1999,34,122,11,96.5,0,22.68,2.98,139,63,57,3.63,7,-24,125.79,ctb0832-NH12P,-5,22,268,0,0,0,0,0,0,1,0,0,0,1,0,0,0,42.531127664486206,42.51333870326705,14.95553363224675,43,0,0,0,17,5,0,211,34,3,57,0,36,0,0,10,332,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.609829213123604,-21.804402649555286]}"
14_0000000000000000130b_0,0,1,0,0,1,0,0,26,0,0,0,0,0,0,0,0,4,0,0,0,15,1,0,4,0,1999,0,127,4,12.4577,0,25.4138,1.74408,97,45,39,3.17009,-10,-11,41.5234,ctb0583-TAl-05,4,436,1579,0,0,0,34,0,0,1,1,0,0,0,0,0,0,6.317569363753135,90.35118878167482,3.331241854572051,28,0,34,-2,13,-7,0,168,0,-2,52,0,25,0,0,8,156,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.738433021663326,-18.22255011718552]}"
14_0000000000000000130c_0,0,1,0,0,1,0,0,27,0,0,0,0,0,0,0,2,2,0,0,0,12,1,0,8,3,1999,0,122,4,12.4577,0,25.4138,1.74408,102,45,41,3.17009,5,-12,41.5234,ctb0583-TAl-06,4,441,1469,0,0,0,34,0,0,1,1,0,0,0,0,0,0,7.183453401100878,90.64556363495043,2.1709829639486937,33,0,34,-3,13,-7,0,167,0,-1,53,0,22,0,0,8,179,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.73439060288479,-18.217429720066043]}"
14_0000000000000000130d_0,0,0,0,0,1,0,0,43,0,0,0,0,0,0,0,0,5,0,0,0,12,1,0,9,3,1999,0,123,4,12.0053,0,24.4909,1.68074,76,32,36,3.05497,-1,-12,40.1481,ctb0583-TAl-07,4,345,616,-2,0,0,6,0,0,1,0,0,0,1,0,0,0,9.678074242741653,86.82575012463029,3.496175632628054,42,0,34,-1,13,1,0,149,0,0,53,0,12,-2,0,5,176,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.72316623611514,-18.223897590111697]}"
14_00000000000000001310_0,0,1,0,0,1,0,0,24,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,4,2,1999,0,130,6,12.4577,0,25.4138,1.74408,96,38,38,3.17009,1,-12,41.5234,ctb0583-TAl-10,-2,410,2793,0,0,0,34,0,0,1,1,0,0,0,0,0,0,8.418363396532778,84.97513897156546,6.606497631901771,29,0,34,0,11,1,0,155,0,1,53,0,8,0,0,2,131,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.73250414078814,-18.23683333020302]}"
